weatherId,country,location,date,time,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,description,icon,stations
135,Monaco,Monte-Carlo,1994-05-15,\N,19.2,12.3,16.2,19.2,12.3,16.2,12.3,78.6,0.0,0.0,0.0,,,,,22.6,73.1,1015.7,57.1,11.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
136,Monaco,Monte-Carlo,1995-05-28,\N,22.5,13.1,17.9,22.5,13.1,17.9,14.7,81.9,0.0,0.0,0.0,,,,,12.3,125.5,1021.7,34.3,9.4,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
137,Monaco,Monte-Carlo,1996-05-19,\N,17.9,15.9,16.6,17.9,15.9,16.6,14.7,88.7,0.161,100.0,4.17,rain,,,,48.2,190.6,1010.4,72.6,8.2,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
138,Monaco,Monte-Carlo,1997-05-11,\N,17.7,12.1,14.7,17.7,12.1,14.7,8.9,69.3,0.0,0.0,0.0,,,,,32.8,40.2,1020.4,71.8,10.4,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76,840,999,990,769,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
139,Monaco,Monte-Carlo,1998-05-24,\N,21.0,15.5,18.3,21.0,15.5,18.3,15.1,82.3,0.0,0.0,0.0,,,,,19.5,63.8,1009.1,62.3,9.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"768,409,999,907,690,000,000,000,000,000,000,000,000,000,000,000,000,000"
140,Monaco,Monte-Carlo,1999-05-16,\N,21.4,16.7,19.0,21.4,16.7,19.0,15.5,80.5,0.0,0.0,0.0,,,,,18.5,157.2,1010.3,55.9,13.8,,,,,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
141,Monaco,Monte-Carlo,2000-06-04,\N,25.1,19.8,22.8,25.1,19.8,22.8,17.4,71.6,0.0,0.0,0.0,,,,,14.4,77.5,1018.9,17.1,8.5,,,,,Clear,Clear conditions throughout the day.,clear-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
165,Canada,Montreal,1978-10-08,\N,6.2,2.3,4.0,2.0,-2.6,-0.5,-2.3,64.0,0.0,0.0,0.0,,,0.0,,29.6,283.9,1012.7,74.2,23.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"716,270,947,927,162,000,000,000,000,000,000"
166,Canada,Montreal,1979-09-30,\N,20.4,9.7,13.8,20.4,7.7,13.5,11.5,86.4,0.0,0.0,0.0,,,0.0,,20.9,105.7,1016.3,83.9,10.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"716,270,947,927,162,000,000,000,000,000,000"
167,Canada,Montreal,1980-09-28,\N,10.4,0.4,7.0,10.4,-1.0,4.4,1.3,69.5,1.0,100.0,4.17,rain,,0.0,,27.7,286.0,1020.5,42.9,28.0,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"716,270,947,927,162,000,000,000,000,000,000"
168,Canada,Montreal,1981-09-27,\N,19.7,12.0,15.9,19.7,12.0,15.9,13.6,86.4,18.0,100.0,4.17,rain,,0.0,,29.0,185.9,1007.0,91.6,12.5,,,,,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"716,270,947,927,162,000,000,000,000,000,000"
169,Canada,Montreal,1982-06-13,\N,20.0,11.3,15.7,20.0,11.3,15.7,11.0,73.9,0.2,100.0,4.17,rain,,,,32.9,172.7,1015.1,95.1,19.7,,,,,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"71,627,094,792,716,200,000,000,000,000,000,000,000,000,000"
170,Canada,Montreal,1983-06-12,\N,29.3,14.8,21.7,29.7,14.8,21.9,14.7,65.3,3.6,100.0,4.17,rain,,,,24.8,229.9,1016.0,68.9,21.7,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"716,270,947,927,162,000,000,000,000,000,000"
171,Canada,Montreal,1984-06-17,\N,26.7,13.8,20.2,27.0,13.8,20.2,12.2,61.1,0.2,100.0,4.17,rain,,,,20.7,185.1,1016.4,58.2,22.4,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"716,270,947,927,162,000,000,000,000,000,000"
172,Canada,Montreal,1985-06-16,\N,19.8,10.3,15.2,19.8,10.3,15.2,11.8,80.3,1.0,100.0,4.17,rain,,,,10.7,119.8,1010.9,86.1,19.6,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"716,270,947,927,162,000,000,000,000,000,000"
173,Canada,Montreal,1986-06-15,\N,23.9,13.5,19.1,23.9,13.5,19.1,11.3,61.2,0.0,0.0,0.0,,,,,22.7,235.7,1014.9,41.1,30.6,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,162,709,479,271,260,000,000,000,000,000,000,000,000,000,000,000,000,000"
174,Canada,Montreal,1988-06-12,\N,28.7,15.8,22.2,28.6,15.8,22.2,11.6,51.5,0.0,0.0,0.0,,,,,32.2,244.7,1010.0,52.7,23.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"716,270,947,927,137,000,000,000,000,000,000"
175,Canada,Montreal,1989-06-18,\N,18.7,1.1,13.2,18.7,-3.7,12.4,9.5,78.6,5.0,100.0,8.33,rain,,,,26.1,256.1,1014.6,69.8,20.7,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"716,270,947,927,137,000,000,000,000,000,000"
176,Canada,Montreal,1990-06-10,\N,17.5,13.4,15.0,17.5,13.4,15.0,13.1,88.6,5.0,100.0,12.5,rain,,,,27.0,11.6,1008.5,98.1,10.8,,,,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"716,270,947,927,137,000,000,000,000,000,000"
177,Canada,Montreal,1991-06-02,\N,24.7,10.9,18.4,24.7,10.9,18.4,6.9,49.5,0.0,0.0,0.0,,,,,20.5,294.8,1009.6,42.2,33.1,,,,,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"716,270,947,927,137,000,000,000,000,000,000"
178,Canada,Montreal,1992-06-14,\N,24.9,10.9,17.1,24.9,10.9,17.1,10.5,66.3,0.192,100.0,4.17,rain,,,,19.4,333.6,1007.3,68.7,24.0,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71,627,094,792,711,800,000,000,000,000,000,000,000,000,000"
179,Canada,Montreal,1993-06-13,\N,29.1,14.5,22.4,28.5,14.5,22.3,13.2,58.3,0.0,0.0,0.0,,,,,16.9,225.6,1021.0,44.4,32.9,,,,,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000"
180,Canada,Montreal,1994-06-12,\N,24.0,6.1,17.6,24.0,6.1,17.6,12.6,73.9,6.829,100.0,16.67,rain,,,,29.9,192.8,1014.4,78.5,20.4,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"716,270,947,927,137,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
181,Canada,Montreal,1995-06-11,\N,22.7,13.8,18.1,22.7,13.8,18.1,14.1,78.4,1.665,100.0,8.33,rain,,,,27.7,197.1,1007.7,83.6,14.3,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"7,162,709,479,271,370,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
182,Canada,Montreal,1996-06-16,\N,22.1,9.8,16.6,22.1,8.5,16.5,9.8,65.4,0.296,100.0,4.17,rain,,,,11.2,279.8,1019.8,62.6,26.8,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
183,Canada,Montreal,1997-06-15,\N,23.4,8.3,16.5,23.4,6.4,16.3,4.4,46.6,0.011,100.0,4.17,rain,,,,24.8,250.2,1012.2,42.0,22.7,,,,,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
184,Canada,Montreal,1998-06-07,\N,14.8,10.4,12.6,14.8,10.4,12.6,8.7,77.1,0.0,0.0,0.0,,,,,18.0,266.2,1011.9,95.6,20.6,,,,,Overcast,Cloudy skies throughout the day.,cloudy,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
185,Canada,Montreal,1999-06-13,\N,31.0,15.5,24.4,30.5,15.5,24.5,14.5,55.4,0.0,0.0,0.0,,,,,18.7,182.7,1019.7,15.9,20.5,,,,,Clear,Clear conditions throughout the day.,clear-day,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
186,Canada,Montreal,2000-06-18,\N,18.0,11.0,14.1,18.0,11.0,14.1,6.9,63.0,1.0,100.0,4.17,rain,0.0,0.0,,13.1,337.5,1020.4,56.5,17.9,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"713,770,999,997,137,000,000,000,000,000,000"
208,France,Magny Cours,1991-07-07,\N,27.1,15.1,21.8,28.1,15.1,21.9,16.8,74.7,0.008,100.0,4.17,rain,,,,13.6,281.3,1018.4,55.7,12.2,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"7,255,099,999,072,570,000,000,000,000,000,000,000,000,000"
209,France,Magny Cours,1992-07-05,\N,18.8,13.6,15.7,18.8,13.6,15.7,14.8,94.6,3.37,100.0,20.83,rain,,,,14.8,308.6,1011.3,80.9,9.1,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"725,509,999,907,260,000,000"
210,France,Magny Cours,1993-07-04,\N,29.1,12.5,22.9,30.4,12.5,23.2,16.1,68.0,0.0,0.0,0.0,,,,,11.2,89.3,1022.9,26.4,10.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"725,509,999,907,260,000,000"
211,France,Magny Cours,1994-07-03,\N,32.1,18.1,25.7,33.7,18.1,26.6,19.7,72.2,0.0,0.0,0.0,,,,,14.4,233.1,1013.8,22.8,11.3,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"725,509,999,907,260,000,000"
212,France,Magny Cours,1995-07-02,\N,25.1,16.4,20.4,25.1,16.4,20.4,16.5,79.3,2.496,100.0,16.67,rain,,,,22.3,238.0,1008.2,82.8,13.8,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"725,509,999,907,260,000,000"
213,France,Magny Cours,1996-06-30,\N,23.1,6.0,16.0,23.1,6.0,15.9,8.6,63.8,0.0,0.0,0.0,,,,,22.3,285.8,1019.6,67.6,12.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"725,509,999,907,260,000,000"
214,France,Magny Cours,1997-06-29,\N,18.8,12.1,14.4,18.8,12.1,14.4,12.3,87.7,28.057,100.0,20.83,rain,,,,14.8,352.8,1003.0,89.2,15.1,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"725,509,999,907,260,000,000"
215,France,Magny Cours,1998-06-28,\N,22.1,11.7,17.7,22.1,11.7,17.7,10.8,66.8,0.5,100.0,4.17,rain,,,,22.3,291.8,1020.4,80.9,12.1,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72,550,999,990,725,500,000,000,000,000,000"
216,France,Magny Cours,1999-06-27,\N,20.0,14.6,16.5,20.0,14.6,16.5,14.1,86.1,19.969,100.0,37.5,rain,,,,22.8,229.5,1009.2,91.8,9.7,,,,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72,550,999,990,726,000,000,000,000,000,000"
217,France,Magny Cours,2000-07-02,\N,30.6,16.7,22.8,30.4,16.7,22.8,16.5,71.7,2.292,100.0,12.5,rain,,,,29.2,226.9,1010.3,68.5,17.2,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72,550,999,990,726,000,000,000,000,000,000"
226,UK,Silverstone,1971-07-17,\N,18.1,9.1,13.9,18.1,7.3,13.9,7.1,65.5,,0.0,0.0,,,,,22.3,349.0,,31.7,9.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3562399999
227,UK,Silverstone,1973-07-14,\N,19.8,12.9,16.7,19.8,12.9,16.7,13.4,81.0,0.0,0.0,0.0,,,0.0,,13.9,135.4,1005.6,87.5,11.9,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,462,099,999,036,440,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
