constructorResultsId,raceId,constructorId,points,status
13030,568,27,0.0,\N
13031,568,182,0.0,\N
13032,568,57,0.0,\N
13033,568,59,0.0,\N
13044,569,59,0.0,\N
13045,569,37,0.0,\N
13046,569,27,0.0,\N
13047,569,57,0.0,\N
13048,569,182,0.0,\N
13058,570,57,0.0,\N
13059,570,56,0.0,\N
13060,570,204,0.0,\N
13061,570,58,0.0,\N
13062,570,59,0.0,\N
13073,571,204,0.0,\N
13074,571,27,0.0,\N
13075,571,70,0.0,\N
13076,571,56,0.0,\N
13077,571,59,0.0,\N
13089,572,204,0.0,\N
13090,572,1,0.0,\N
13091,572,70,0.0,\N
13092,572,59,0.0,\N
13103,573,64,0.0,\N
13104,573,27,0.0,\N
13105,573,56,0.0,\N
13106,573,59,0.0,\N
13116,574,59,0.0,\N
13117,574,27,0.0,\N
13118,574,204,0.0,\N
13119,574,32,0.0,\N
13120,574,57,0.0,\N
13131,575,37,0.0,\N
13132,575,67,0.0,\N
13133,575,56,0.0,\N
13134,575,204,0.0,\N
13135,575,74,0.0,\N
13145,543,27,0.0,\N
13146,543,25,0.0,\N
13147,543,1,0.0,\N
13157,544,37,0.0,\N
13158,544,57,0.0,\N
13159,544,59,0.0,\N
13160,544,66,0.0,\N
13170,545,37,0.0,\N
13171,545,66,0.0,\N
13172,545,27,0.0,\N
13173,545,58,0.0,\N
13183,546,63,0.0,\N
13184,546,57,0.0,\N
13185,546,34,0.0,\N
13186,546,58,0.0,\N
13198,547,64,0.0,\N
13199,547,57,0.0,\N
13200,547,67,0.0,\N
13201,547,68,0.0,\N
13202,547,66,0.0,\N
13212,548,64,0.0,\N
13213,548,34,0.0,\N
13214,548,25,0.0,\N
13215,548,56,0.0,\N
13216,548,37,0.0,\N
13228,549,59,0.0,\N
13229,549,27,0.0,\N
13230,549,57,0.0,\N
13231,549,56,0.0,\N
13232,549,66,0.0,\N
13244,550,37,0.0,\N
13245,550,56,0.0,\N
13246,550,63,0.0,\N
13247,550,59,0.0,\N
13248,550,66,0.0,\N
13261,551,58,0.0,\N
13262,551,68,0.0,\N
13263,551,67,0.0,\N
13264,551,66,0.0,\N
13278,552,57,0.0,\N
13279,552,64,0.0,\N
13280,552,68,0.0,\N
13281,552,66,0.0,\N
13282,552,69,0.0,\N
13293,553,1,0.0,\N
13294,553,27,0.0,\N
13295,553,67,0.0,\N
13296,553,56,0.0,\N
13297,553,66,0.0,\N
13307,554,63,0.0,\N
13308,554,59,0.0,\N
13309,554,57,0.0,\N
13310,554,32,0.0,\N
13311,554,27,0.0,\N
13324,555,4,0.0,\N
13325,555,32,0.0,\N
13326,555,25,0.0,\N
13327,555,64,0.0,\N
13328,555,66,0.0,\N
13341,556,67,0.0,\N
13342,556,63,0.0,\N
13343,556,56,0.0,\N
13344,556,70,0.0,\N
13345,556,66,0.0,\N
13346,556,71,0.0,\N
13357,557,56,0.0,\N
13358,557,25,0.0,\N
13359,557,37,0.0,\N
13360,557,4,0.0,\N
13361,557,67,0.0,\N
13372,558,64,0.0,\N
13373,558,56,0.0,\N
13374,558,34,0.0,\N
13375,558,27,0.0,\N
13376,558,4,0.0,\N
13385,559,72,0.0,\N
13386,559,37,0.0,\N
13387,559,32,0.0,\N
13388,559,57,0.0,\N
13401,527,57,0.0,\N
13402,527,60,0.0,\N
13403,527,55,0.0,\N
13404,527,64,0.0,\N
13416,528,59,0.0,\N
13417,528,57,0.0,\N
13418,528,63,0.0,\N
13419,528,60,0.0,\N
13420,528,55,0.0,\N
13421,528,64,0.0,\N
13436,529,56,0.0,\N
13437,529,64,0.0,\N
13438,529,65,0.0,\N
13439,529,58,0.0,\N
13440,529,57,0.0,\N
13454,530,34,0.0,\N
13455,530,60,0.0,\N
13456,530,57,0.0,\N
13457,530,55,0.0,\N
13458,530,64,0.0,\N
13474,531,55,0.0,\N
13475,531,64,0.0,\N
13476,531,65,0.0,\N
13477,531,60,0.0,\N
13493,532,56,0.0,\N
13494,532,64,0.0,\N
13495,532,55,0.0,\N
13496,532,60,0.0,\N
13509,533,58,0.0,\N
13510,533,57,0.0,\N
13511,533,56,0.0,\N
13512,533,60,0.0,\N
13513,533,55,0.0,\N
13525,534,25,0.0,\N
13526,534,4,0.0,\N
13527,534,59,0.0,\N
13528,534,63,0.0,\N
13529,534,57,0.0,\N
13542,535,63,0.0,\N
13543,535,56,0.0,\N
13544,535,4,0.0,\N
13545,535,60,0.0,\N
13546,535,57,0.0,\N
13558,536,56,0.0,\N
13559,536,60,0.0,\N
13560,536,57,0.0,\N
13561,536,32,0.0,\N
13562,536,3,0.0,\N
13575,537,4,0.0,\N
13576,537,54,0.0,\N
13577,537,58,0.0,\N
13578,537,60,0.0,\N
13579,537,65,0.0,\N
13591,538,57,0.0,\N
13592,538,4,0.0,\N
13593,538,3,0.0,\N
13594,538,21,0.0,\N
13595,538,60,0.0,\N
13596,538,54,0.0,\N
13610,539,25,0.0,\N
13611,539,57,0.0,\N
13612,539,21,0.0,\N
13613,539,54,0.0,\N
13625,540,21,0.0,\N
13626,540,60,0.0,\N
13627,540,4,0.0,\N
13628,540,63,0.0,\N
13629,540,54,0.0,\N
13641,541,32,0.0,\N
13642,541,21,0.0,\N
13643,541,60,0.0,\N
13644,541,54,0.0,\N
13645,541,34,0.0,\N
13646,541,63,0.0,\N
13658,542,27,0.0,\N
13659,542,63,0.0,\N
13660,542,58,0.0,\N
13661,542,56,0.0,\N
13662,542,60,0.0,\N
13694,512,32,8.0,\N
13693,512,27,12.0,\N
13689,513,54,0.0,\N
13690,513,59,0.0,\N
13691,513,204,0.0,\N
13692,513,60,0.0,\N
13706,512,60,0.0,\N
13707,512,54,0.0,\N
13718,515,54,0.0,\N
13719,515,56,0.0,\N
13720,515,60,0.0,\N
13721,515,59,0.0,\N
13722,515,4,0.0,\N
13735,516,59,0.0,\N
13736,516,57,0.0,\N
13737,516,60,0.0,\N
13738,516,61,0.0,\N
13750,517,204,0.0,\N
13751,517,4,0.0,\N
13752,517,51,0.0,\N
13753,517,60,0.0,\N
13754,517,57,0.0,\N
13755,517,61,0.0,\N
13766,518,56,0.0,\N
13767,518,59,0.0,\N
13768,518,58,0.0,\N
13769,518,57,0.0,\N
13770,518,60,0.0,\N
13783,519,204,0.0,\N
13784,519,54,0.0,\N
13785,519,57,0.0,\N
13786,519,60,0.0,\N
13797,520,59,0.0,\N
13798,520,56,0.0,\N
13799,520,204,0.0,\N
13800,520,54,0.0,\N
13801,520,60,0.0,\N
13819,521,6,3.0,\N
13818,521,27,4.0,\N
13817,521,3,15.0,\N
13829,521,54,0.0,\N
13830,521,57,0.0,\N
13831,521,60,0.0,\N
13842,523,1,0.0,\N
13843,523,54,0.0,\N
13844,523,56,0.0,\N
13845,523,57,0.0,\N
13846,523,60,0.0,\N
13859,524,58,0.0,\N
13860,524,1,0.0,\N
13861,524,57,0.0,\N
13862,524,60,0.0,\N
13863,524,62,0.0,\N
13877,525,54,0.0,\N
13878,525,57,0.0,\N
13879,525,59,0.0,\N
13880,525,60,0.0,\N
13892,526,59,0.0,\N
13893,526,32,0.0,\N
13894,526,27,0.0,\N
13895,526,51,0.0,\N
13896,526,62,0.0,\N
13897,526,60,0.0,\N
13898,514,204,1.0,\N
13899,522,204,0.0,\N
13900,337,6,43.0,\N
13901,337,1,21.0,\N
13902,337,9,16.0,\N
13903,337,131,18.0,\N
13904,337,10,2.0,\N
13905,337,3,1.0,\N
13906,337,4,0.0,\N
13907,337,5,0.0,\N
13908,337,205,0.0,\N
13909,337,15,0.0,\N
13910,337,164,0.0,\N
13911,337,166,0.0,\N
13912,338,1,33.0,\N
13913,338,4,18.0,\N
13914,338,6,27.0,\N
13915,338,131,11.0,\N
13916,338,10,6.0,\N
13917,338,3,4.0,\N
13918,338,9,2.0,\N
13919,338,5,0.0,\N
13920,338,15,0.0,\N
13921,338,205,0.0,\N
13922,338,164,0.0,\N
13923,338,166,0.0,\N
13924,339,9,43.0,\N
13925,339,131,15.0,\N
13926,339,4,12.0,\N
13927,339,10,10.0,\N
13928,339,1,12.0,\N
13929,339,6,6.0,\N
13930,339,5,2.0,\N
13931,339,3,1.0,\N
13932,339,166,0.0,\N
13933,339,164,0.0,\N
13934,339,205,0.0,\N
13935,339,15,0.0,\N
13936,340,1,43.0,\N
13937,340,131,16.0,\N
13938,340,6,14.0,\N
13939,340,4,16.0,\N
13940,340,9,12.0,\N
13941,340,10,0.0,\N
13942,340,3,0.0,\N
13943,340,5,0.0,\N
13944,340,205,0.0,\N
13945,340,164,0.0,\N
13946,340,166,0.0,\N
13947,340,15,0.0,\N
13948,341,9,40.0,\N
13949,341,6,26.0,\N
13950,341,131,12.0,\N
13951,341,1,10.0,\N
13952,341,10,6.0,\N
13953,341,4,4.0,\N
13954,341,3,2.0,\N
13955,341,5,1.0,\N
13956,341,15,0.0,\N
13957,341,205,0.0,\N
13958,341,166,0.0,\N
13959,341,164,0.0,\N
13960,342,9,43.0,\N
13961,342,4,15.0,\N
13962,342,6,20.0,\N
13963,342,1,10.0,\N
13964,342,131,6.0,\N
13965,342,10,6.0,\N
13966,342,5,1.0,\N
13967,342,164,0.0,\N
13968,342,205,0.0,\N
13969,342,3,0.0,\N
13970,342,15,0.0,\N
13971,342,166,0.0,\N
13972,343,1,43.0,\N
13973,343,9,15.0,\N
13974,343,131,22.0,\N
13975,343,4,8.0,\N
13976,343,6,10.0,\N
13977,343,10,2.0,\N
13978,343,15,1.0,\N
13979,343,5,0.0,\N
13980,343,3,0.0,\N
13981,343,166,0.0,\N
13982,343,164,0.0,\N
13983,343,205,0.0,\N
13984,344,1,43.0,\N
13985,344,6,15.0,\N
13986,344,9,22.0,\N
13987,344,131,8.0,\N
13988,344,4,6.0,\N
13989,344,5,4.0,\N
13990,344,10,3.0,\N
13991,344,3,0.0,\N
13992,344,205,0.0,\N
13993,344,164,0.0,\N
13994,344,166,0.0,\N
13995,344,15,0.0,\N
13996,345,9,25.0,\N
13997,345,1,33.0,\N
13998,345,3,12.0,\N
13999,345,4,10.0,\N
14000,345,10,8.0,\N
14001,345,15,6.0,\N
14002,345,6,4.0,\N
14003,345,5,2.0,\N
14004,345,131,1.0,\N
14005,345,166,0.0,\N
14006,345,164,0.0,\N
14007,345,205,0.0,\N
14008,346,9,31.0,\N
14009,346,1,30.0,\N
14010,346,131,17.0,\N
14011,346,3,11.0,\N
14012,346,15,8.0,\N
14013,346,10,4.0,\N
14014,346,5,0.0,\N
14015,346,4,0.0,\N
14016,346,6,0.0,\N
14017,346,205,0.0,\N
14018,346,166,0.0,\N
14019,346,164,0.0,\N
14020,347,6,43.0,\N
14021,347,9,23.0,\N
14022,347,1,22.0,\N
14023,347,4,7.0,\N
14024,347,131,6.0,\N
14025,347,15,0.0,\N
14026,347,3,0.0,\N
14027,347,5,0.0,\N
14028,347,10,0.0,\N
14029,347,166,0.0,\N
14030,347,164,0.0,\N
14031,347,205,0.0,\N
14032,348,9,40.0,\N
14033,348,6,30.0,\N
14034,348,4,10.0,\N
14035,348,3,9.0,\N
14036,348,15,8.0,\N
14037,348,1,4.0,\N
14038,348,131,0.0,\N
14039,348,5,0.0,\N
14040,348,10,0.0,\N
14041,348,205,0.0,\N
14042,348,166,0.0,\N
14043,348,164,0.0,\N
14044,349,1,25.0,\N
14045,349,9,18.0,\N
14046,349,4,17.0,\N
14047,349,6,12.0,\N
14048,349,10,11.0,\N
14049,349,131,14.0,\N
14050,349,15,4.0,\N
14051,349,5,0.0,\N
14052,349,3,0.0,\N
14053,349,205,0.0,\N
14054,349,166,0.0,\N
14055,349,164,0.0,\N
14056,350,6,40.0,\N
14057,350,1,18.0,\N
14058,350,9,20.0,\N
14059,350,131,12.0,\N
14060,350,3,7.0,\N
14061,350,4,4.0,\N
14062,350,5,0.0,\N
14063,350,10,0.0,\N
14064,350,15,0.0,\N
14065,350,166,0.0,\N
14066,350,205,0.0,\N
14067,350,164,0.0,\N
14068,351,6,29.0,\N
14069,351,9,33.0,\N
14070,351,1,12.0,\N
14071,351,131,10.0,\N
14072,351,3,9.0,\N
14073,351,4,6.0,\N
14074,351,10,2.0,\N
14075,351,5,0.0,\N
14076,351,166,0.0,\N
14077,351,205,0.0,\N
14078,351,15,0.0,\N
14079,351,164,0.0,\N
14080,352,9,43.0,\N
14081,352,6,15.0,\N
14082,352,1,22.0,\N
14083,352,131,8.0,\N
14084,352,15,10.0,\N
14085,352,3,2.0,\N
14086,352,5,1.0,\N
14087,352,205,0.0,\N
14088,352,166,0.0,\N
14089,352,164,0.0,\N
14090,352,10,0.0,\N
14091,352,4,0.0,\N
14092,353,6,40.0,\N
14093,353,1,18.0,\N
14094,353,131,12.0,\N
14095,353,4,10.0,\N
14096,353,10,8.0,\N
14097,353,3,7.0,\N
14098,353,15,6.0,\N
14099,353,5,0.0,\N
14100,353,205,0.0,\N
14101,353,164,0.0,\N
14102,353,9,0.0,\N
14103,353,166,0.0,\N
14104,354,9,43.0,\N
14105,354,6,15.0,\N
14106,354,1,22.0,\N
14107,354,131,14.0,\N
14108,354,3,4.0,\N
14109,354,4,2.0,\N
14110,354,15,1.0,\N
14111,354,5,0.0,\N
14112,354,10,0.0,\N
14113,354,205,0.0,\N
14114,354,166,0.0,\N
14115,354,164,0.0,\N
14116,355,9,29.0,\N
14117,355,1,33.0,\N
14118,355,131,12.0,\N
14119,355,4,18.0,\N
14120,355,6,7.0,\N
14121,355,5,2.0,\N
14122,355,15,0.0,\N
14123,355,3,0.0,\N
14124,355,10,0.0,\N
14125,355,205,0.0,\N
14126,355,166,0.0,\N
14127,355,164,0.0,\N
14129,841,9,35.0,\N
14130,841,1,26.0,\N
14131,841,4,15.0,\N
14132,841,6,18.0,\N
14133,841,15,0.0,\N
14134,841,5,4.0,\N
14135,841,10,3.0,\N
14136,841,205,0.0,\N
14137,841,166,0.0,\N
14138,841,3,0.0,\N
14139,841,131,0.0,\N
14140,842,9,37.0,\N
14141,842,1,22.0,\N
14142,842,4,15.0,\N
14143,842,6,18.0,\N
14144,842,15,6.0,\N
14145,842,131,2.0,\N
14146,842,10,1.0,\N
14147,842,5,0.0,\N
14148,842,205,0.0,\N
14149,842,166,0.0,\N
14150,842,164,0.0,\N
14151,842,3,0.0,\N
14152,843,1,37.0,\N
14153,843,9,33.0,\N
14154,843,131,14.0,\N
14155,843,6,14.0,\N
14156,843,4,2.0,\N
14157,843,15,1.0,\N
14158,843,10,0.0,\N
14159,843,3,0.0,\N
14160,843,5,0.0,\N
14161,843,205,0.0,\N
14162,843,166,0.0,\N
14163,843,164,0.0,\N
14164,844,9,43.0,\N
14165,844,6,15.0,\N
14166,844,1,20.0,\N
14167,844,131,10.0,\N
14168,844,4,10.0,\N
14169,844,5,2.0,\N
14170,844,15,1.0,\N
14171,844,10,0.0,\N
14172,844,3,0.0,\N
14173,844,205,0.0,\N
14174,844,166,0.0,\N
14175,844,164,0.0,\N
14176,845,9,37.0,\N
14177,845,1,33.0,\N
14178,845,6,10.0,\N
14179,845,131,14.0,\N
14180,845,4,4.0,\N
14181,845,15,3.0,\N
14182,845,10,0.0,\N
14183,845,5,0.0,\N
14184,845,3,0.0,\N
14185,845,205,0.0,\N
14186,845,166,0.0,\N
14187,845,164,0.0,\N
14188,846,9,37.0,\N
14189,846,6,18.0,\N
14190,846,1,23.0,\N
14191,846,15,10.0,\N
14192,846,10,6.0,\N
14193,846,4,4.0,\N
14194,846,3,2.0,\N
14195,846,5,1.0,\N
14196,846,131,0.0,\N
14197,846,205,0.0,\N
14198,846,166,0.0,\N
14199,846,164,0.0,\N
14200,847,1,25.0,\N
14201,847,9,33.0,\N
14202,847,131,12.0,\N
14203,847,4,10.0,\N
