circuitId,country,name,lat,lng,alt,location,date,time,year,locationModified,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,description,icon,stations
1,Australia,Albert Park Grand Prix Circuit,-37.8497,144.968,10,Melbourne,2024-03-24,4:00:00,2024,Melbourne%20Australia,21.7,11.9,16.2,21.7,11.9,16.2,8.3,60.3,0.024,100.0,4.17,rain,0.0,0.0,19.1,13.4,237.1,1022.9,27.2,16.0,164.9,14.1,8.0,10.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C9254,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2012-03-25,8:00:00,2012,Kuala%20Lumpur%20Malaysia,32.0,25.9,29.0,40.6,25.9,34.3,25.3,81.1,0.348,100.0,4.17,rain,,,,16.6,286.1,1010.5,89.0,9.4,68.5,5.8,2.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2013-03-24,8:00:00,2013,Kuala%20Lumpur%20Malaysia,32.0,25.1,27.7,41.7,25.1,30.9,25.5,87.9,22.19,100.0,8.33,rain,,,,12.1,339.2,1008.6,89.7,8.4,203.2,17.7,7.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2014-03-30,8:00:00,2014,Kuala%20Lumpur%20Malaysia,34.7,24.0,28.2,41.4,24.0,31.1,23.9,79.4,4.62,100.0,8.33,rain,,,,17.3,153.6,1008.4,88.6,9.5,253.1,21.7,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2015-03-29,7:00:00,2015,Kuala%20Lumpur%20Malaysia,35.0,24.2,28.2,41.7,24.2,30.6,23.8,79.0,0.0,0.0,0.0,,0.0,0.0,27.7,21.1,221.0,1009.7,89.4,8.6,248.1,21.2,9.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2016-10-02,7:00:00,2016,Kuala%20Lumpur%20Malaysia,34.0,25.0,29.0,39.2,25.0,31.9,23.3,73.1,0.177,100.0,4.17,rain,0.0,0.0,42.5,20.1,306.1,1009.9,89.0,9.4,273.3,23.6,10.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2017-10-01,7:00:00,2017,Kuala%20Lumpur%20Malaysia,30.9,25.1,27.8,36.4,25.1,30.3,23.9,80.4,0.0,0.0,0.0,,0.0,0.0,26.3,12.3,303.5,1010.9,57.3,10.0,207.8,17.9,8.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2012-04-22,12:00:00,2012,Sakhir%20Bahrain,28.1,22.9,25.4,27.2,22.9,25.2,12.2,44.6,0.0,0.0,0.0,,,,,39.9,319.1,1009.9,22.6,9.3,221.3,19.2,8.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2013-04-21,12:00:00,2013,Sakhir%20Bahrain,32.2,24.9,27.6,31.3,24.9,27.3,13.1,42.3,0.0,0.0,0.0,,,,,38.7,323.5,1004.4,17.4,10.2,280.2,24.3,9.0,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,41160099999,OEDF,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2014-04-06,15:00:00,2014,Sakhir%20Bahrain,26.1,20.8,23.2,26.1,20.8,23.2,10.7,45.9,0.0,0.0,0.0,,,,,31.5,318.7,1018.2,0.0,11.8,323.2,27.9,10.0,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2015-04-19,15:00:00,2015,Sakhir%20Bahrain,28.3,23.8,25.4,27.7,23.8,25.3,13.6,48.4,0.0,0.0,0.0,,0.0,0.0,42.1,40.4,318.2,1012.2,0.0,9.8,316.1,27.3,10.0,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2016-04-03,15:00:00,2016,Sakhir%20Bahrain,26.1,17.8,21.7,26.1,17.8,21.7,7.1,44.4,0.0,0.0,0.0,,0.0,0.0,20.2,19.1,306.8,1017.3,29.4,10.6,290.1,25.0,10.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,41160099999,OEDF,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2017-04-16,15:00:00,2017,Sakhir%20Bahrain,29.1,25.0,26.7,30.4,25.0,27.4,18.9,62.5,0.0,0.0,0.0,,0.0,0.0,57.6,40.9,325.0,1008.8,42.1,9.5,289.5,25.1,9.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2018-04-08,15:10:00,2018,Sakhir%20Bahrain,28.1,24.0,26.1,28.9,24.0,26.3,18.1,61.9,0.3,100.0,8.33,rain,0.0,0.0,26.3,17.9,2.9,1010.9,25.9,7.1,249.6,21.6,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2019-03-31,15:10:00,2019,Sakhir%20Bahrain,26.9,21.0,24.0,27.4,21.0,24.0,17.6,67.8,0.0,0.0,0.0,,0.0,0.0,59.8,40.6,86.5,1008.4,42.9,10.2,255.4,22.2,9.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2020-11-29,14:10:00,2020,Sakhir%20Bahrain,28.1,23.6,25.0,28.9,23.6,25.1,18.5,67.9,0.2,100.0,8.33,rain,0.0,0.0,31.7,19.1,138.0,1016.4,32.4,10.6,137.8,11.8,5.0,,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2020-12-06,17:10:00,2020,Sakhir%20Bahrain,27.0,19.9,23.7,27.7,19.9,23.7,17.9,71.5,0.6,100.0,16.67,rain,0.0,0.0,44.6,35.0,263.2,1012.1,39.4,8.3,141.9,12.3,5.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"OEDR,41150099999,40416099999,41160099999,OEDF,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2021-03-28,15:00:00,2021,Sakhir%20Bahrain,23.8,20.0,21.8,23.8,20.0,21.8,11.7,52.8,0.0,0.0,0.0,,0.0,0.0,65.5,49.7,328.6,1015.5,0.0,9.5,281.1,24.5,9.0,,Clear,Clear conditions throughout the day.,wind,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2022-03-20,15:00:00,2022,Sakhir%20Bahrain,25.2,16.4,21.2,25.2,16.4,21.2,8.8,47.2,0.0,0.0,0.0,,0.0,0.0,35.3,33.2,312.6,1012.6,0.8,11.5,280.6,24.1,9.0,10.0,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,WLPI,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2023-03-05,15:00:00,2023,Sakhir%20Bahrain,29.1,20.9,25.3,27.8,20.9,24.9,9.4,38.7,0.0,0.0,0.0,,0.0,0.0,21.6,14.6,154.8,1018.8,1.5,10.9,244.0,21.1,8.0,10.0,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2024-03-02,15:00:00,2024,Sakhir%20Bahrain,20.1,15.8,17.7,20.1,15.8,17.7,6.1,47.3,0.0,0.0,0.0,,0.0,0.0,25.9,20.3,328.0,1018.8,79.9,11.2,229.1,19.7,8.0,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OEDR,41150099999,40416099999,OBBI"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2012-05-13,12:00:00,2012,Montmeló%20Spain,22.9,17.9,20.2,22.9,17.9,20.2,15.4,74.4,1.573,100.0,12.5,rain,,,,22.9,115.6,1019.5,46.8,12.6,243.2,21.1,8.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2013-05-12,12:00:00,2013,Montmeló%20Spain,19.0,14.0,16.3,19.0,14.0,16.3,10.8,70.9,0.613,100.0,4.17,rain,,,53.6,22.1,137.6,1020.8,53.9,12.5,300.6,25.9,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2014-05-11,12:00:00,2014,Montmeló%20Spain,24.8,15.8,19.0,24.8,15.8,19.0,14.0,74.7,0.1,100.0,8.33,rain,,,38.9,23.8,125.8,1016.8,42.4,11.5,245.5,21.0,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2015-05-10,12:00:00,2015,Montmeló%20Spain,28.9,15.2,21.2,28.3,15.2,21.1,14.0,68.0,0.0,0.0,0.0,,0.0,0.0,36.4,21.2,217.4,1023.9,36.5,11.6,301.8,26.0,9.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2016-05-15,12:00:00,2016,Montmeló%20Spain,22.8,13.6,18.0,22.8,13.6,18.0,13.0,74.2,0.0,0.0,0.0,,0.0,0.0,31.7,22.7,115.3,1017.2,30.9,13.3,251.1,21.7,8.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2017-05-14,12:00:00,2017,Montmeló%20Spain,24.0,15.2,20.0,24.0,15.2,20.0,11.7,60.4,0.0,0.0,0.0,,0.0,0.0,27.4,19.9,120.0,1022.4,40.6,12.1,270.3,23.5,8.0,,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2018-05-13,13:10:00,2018,Montmeló%20Spain,16.6,9.4,12.9,16.6,8.3,12.8,8.3,74.4,28.709,100.0,66.67,rain,0.0,0.0,36.4,17.5,199.0,1015.1,64.4,11.7,172.0,14.9,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D1298,08186099999,08180099999,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2019-05-12,13:10:00,2019,Montmeló%20Spain,21.5,10.5,16.1,21.5,10.5,16.1,10.3,70.8,0.0,0.0,0.0,,0.0,0.0,29.9,21.7,129.0,1022.0,19.8,11.3,302.8,26.3,9.0,,Clear,Clear conditions throughout the day.,clear-day,"D1298,08186099999,08180099999,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2020-08-16,13:10:00,2020,Montmeló%20Spain,28.9,20.5,25.1,31.3,20.5,25.9,20.3,75.7,0.0,0.0,0.0,,0.0,0.0,31.3,20.1,107.1,1011.2,45.6,10.9,239.5,20.6,8.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D1298,08186099999,08180099999,AR110,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2021-05-09,13:00:00,2021,Montmeló%20Spain,22.3,12.2,17.5,22.3,12.2,17.5,13.3,76.9,0.0,0.0,0.0,,0.0,0.0,30.6,18.4,81.2,1009.9,61.8,10.5,200.4,17.1,6.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D1298,08186099999,08180099999,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2022-05-22,13:00:00,2022,Montmeló%20Spain,35.3,17.1,26.1,32.9,17.1,25.1,8.2,38.5,0.0,0.0,0.0,,0.0,0.0,35.6,27.9,228.8,1012.3,2.3,11.5,291.3,25.3,8.0,,Clear,Clear conditions throughout the day.,clear-day,"D1298,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2023-06-04,13:00:00,2023,Montmeló%20Spain,24.8,15.1,19.5,24.8,15.1,19.5,14.6,74.1,0.0,0.0,0.0,,0.0,0.0,29.9,20.7,148.2,1015.0,49.0,11.3,245.8,21.1,9.0,,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D1298,08184099999,E9530,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2024-06-23,13:00:00,2024,Montmeló%20Spain,24.9,20.5,23.0,0.0,0.0,29.9,16.4,68.3,0.0,0.0,0.0,,,,16.9,15.5,200.2,1017.8,19.9,14.4,,,,,Clear,,clear-day,
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2020-11-15,10:10:00,2020,Istanbul%20Turkey,13.1,9.7,11.8,13.1,9.3,11.8,9.5,86.2,3.479,100.0,8.33,rain,0.0,0.0,,13.7,7.7,1023.7,79.3,12.0,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2021-10-10,12:00:00,2021,Istanbul%20Turkey,17.0,15.8,16.3,17.0,15.8,16.3,14.2,87.4,0.09,100.0,4.17,rain,0.0,0.0,37.3,24.3,37.7,1021.4,87.8,10.2,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2012-05-27,12:00:00,2012,Monte-Carlo%20Monaco,20.9,16.5,18.4,20.9,16.5,18.4,14.2,76.9,3.314,100.0,25.0,rain,,,31.7,22.7,9.9,1017.0,64.6,19.9,112.7,9.7,3.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2013-05-26,12:00:00,2013,Monte-Carlo%20Monaco,17.5,10.3,14.4,17.5,10.3,14.4,5.4,55.5,0.0,0.0,0.0,,0.0,0.0,33.5,19.1,57.4,1011.7,8.1,38.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2014-05-25,12:00:00,2014,Monte-Carlo%20Monaco,20.3,13.1,17.3,20.3,13.1,17.3,9.3,59.7,0.0,0.0,0.0,,,,29.5,24.1,272.8,1017.1,70.2,34.8,175.8,15.1,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2015-05-24,12:00:00,2015,Monte-Carlo%20Monaco,19.6,15.9,18.0,19.6,15.9,18.0,11.5,66.0,0.056,100.0,4.17,rain,0.0,0.0,23.2,15.9,162.6,1014.7,86.4,25.6,194.4,16.9,6.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2016-05-29,12:00:00,2016,Monte-Carlo%20Monaco,22.1,16.2,18.6,22.1,16.2,18.6,15.0,80.4,14.942,100.0,29.17,rain,0.0,0.0,46.7,30.8,226.6,1008.6,70.1,17.5,191.4,16.4,7.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2017-05-28,12:00:00,2017,Monte-Carlo%20Monaco,25.5,19.2,22.4,25.5,19.2,22.4,12.7,54.9,0.0,0.0,0.0,,0.0,0.0,20.5,11.9,73.6,1020.6,19.2,30.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2018-05-27,13:10:00,2018,Monte-Carlo%20Monaco,25.4,21.3,23.0,25.4,21.3,23.0,16.0,64.6,0.0,0.0,0.0,,0.0,0.0,45.5,25.6,55.7,1016.4,82.2,20.1,200.3,17.2,7.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07684099999,LFMD,E5975,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2019-05-26,13:10:00,2019,Monte-Carlo%20Monaco,21.0,15.5,18.4,21.0,15.5,18.4,13.7,74.2,0.335,100.0,8.33,rain,0.0,0.0,21.1,13.9,238.1,1012.3,64.3,19.8,180.8,15.5,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07684099999,LFMD,E5975,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2021-05-23,13:00:00,2021,Monte-Carlo%20Monaco,23.1,14.7,17.7,23.1,14.7,17.7,12.7,74.0,0.0,0.0,0.0,,0.0,0.0,50.1,35.4,52.5,1014.6,87.6,24.6,138.2,8.4,10.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07684099999,LFMD,E5975,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2022-05-29,13:00:00,2022,Monte-Carlo%20Monaco,24.0,20.4,22.2,24.0,20.4,22.2,16.9,71.9,0.014,100.0,4.17,rain,0.0,0.0,44.0,31.4,159.6,1003.5,58.4,18.6,106.3,9.3,4.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07684099999,LFMD,E5975,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2023-05-28,13:00:00,2023,Monte-Carlo%20Monaco,24.2,18.6,21.5,24.2,18.6,21.5,13.9,62.3,0.0,0.0,0.0,,0.0,0.0,37.2,22.6,323.7,1014.0,72.2,21.3,174.8,15.1,8.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07684099999,LFMD,E5975,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2024-05-26,13:00:00,2024,Monte-Carlo%20Monaco,18.4,17.3,17.7,18.4,17.3,17.7,13.7,77.3,0.4,3.2,4.17,rain,0.0,,8.6,8.6,104.0,1015.1,71.4,24.0,255.9,22.7,8.0,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2012-06-10,18:00:00,2012,Montreal%20Canada,26.1,14.9,21.3,26.1,14.9,21.3,9.0,48.3,0.0,0.0,0.0,,0.0,0.0,,7.6,99.7,1017.7,15.6,22.2,,,,,Clear,Clear conditions throughout the day.,clear-day,"71627094792,71377099999,71371099999,CWIZ,71612099999,CWTA"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2013-06-09,18:00:00,2013,Montreal%20Canada,23.5,14.9,18.5,23.5,14.9,18.5,12.6,72.1,0.004,100.0,4.17,rain,0.0,0.0,31.3,15.0,282.4,1018.0,36.4,19.3,338.8,29.4,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71627094792,71377099999,71371099999,CWIZ,CWTA,71612099999"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2014-06-08,18:00:00,2014,Montreal%20Canada,27.8,15.6,22.1,27.4,15.6,22.1,11.1,51.6,0.0,0.0,0.0,,0.0,0.0,,15.7,242.0,1012.0,15.1,21.9,,,,,Clear,Clear conditions throughout the day.,clear-day,"71627094792,71377099999,71371099999,CWIZ"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2015-06-07,18:00:00,2015,Montreal%20Canada,21.7,11.1,17.3,21.7,11.1,17.3,4.8,45.5,0.0,0.0,0.0,,0.0,0.0,39.6,18.4,152.2,1017.5,49.6,21.5,280.7,24.5,9.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71627094792,71377099999,71371099999,CWIZ,CWTA,71612099999"
