raceId,driverId,lap,position,time,milliseconds
1087,842,22,14,1:59.515,119515
1087,842,23,17,2:06.735,126735
1087,842,24,16,1:53.002,113002
1087,842,25,16,1:53.468,113468
1087,842,26,16,1:54.261,114261
1087,842,27,13,1:53.863,113863
1087,842,28,12,1:53.560,113560
1087,842,29,11,1:53.509,113509
1087,842,30,10,1:53.426,113426
1087,842,31,10,1:53.578,113578
1087,842,32,9,1:53.584,113584
1087,842,33,8,1:53.758,113758
1087,842,34,7,1:54.385,114385
1087,842,35,9,1:56.174,116174
1087,842,36,9,1:54.009,114009
1087,842,37,9,1:54.085,114085
1087,842,38,9,1:54.452,114452
1087,842,39,9,1:53.873,113873
1087,842,40,9,1:53.993,113993
1087,842,41,9,1:54.088,114088
1087,842,42,9,1:54.206,114206
1087,842,43,9,1:53.992,113992
1087,842,44,9,1:54.272,114272
1088,830,1,1,1:19.660,79660
1088,830,2,1,1:16.249,76249
1088,830,3,1,1:16.523,76523
1088,830,4,1,1:16.656,76656
1088,830,5,1,1:16.449,76449
1088,830,6,1,1:16.350,76350
1088,830,7,1,1:16.253,76253
1088,830,8,1,1:16.486,76486
1088,830,9,1,1:16.510,76510
1088,830,10,1,1:16.636,76636
1088,830,11,1,1:16.671,76671
1088,830,12,1,1:16.698,76698
1088,830,13,1,1:16.521,76521
1088,830,14,1,1:16.461,76461
1088,830,15,1,1:16.519,76519
1088,830,16,1,1:16.537,76537
1088,830,17,1,1:16.492,76492
1088,830,18,1,1:19.428,79428
1088,830,19,3,1:34.740,94740
1088,830,20,3,1:15.904,75904
1088,830,21,3,1:16.259,76259
1088,830,22,3,1:15.996,75996
1088,830,23,3,1:16.164,76164
1088,830,24,3,1:16.224,76224
1088,830,25,3,1:16.102,76102
1088,830,26,3,1:16.083,76083
1088,830,27,3,1:15.725,75725
1088,830,28,2,1:16.051,76051
1088,830,29,1,1:16.127,76127
1088,830,30,1,1:16.359,76359
1088,830,31,1,1:16.553,76553
1088,830,32,1,1:16.327,76327
1088,830,33,1,1:16.269,76269
1088,830,34,1,1:16.279,76279
1088,830,35,1,1:16.334,76334
1088,830,36,1,1:16.096,76096
1088,830,37,1,1:16.102,76102
1088,830,38,1,1:16.119,76119
1088,830,39,1,1:16.035,76035
1088,830,40,1,1:15.840,75840
1088,830,41,1,1:16.097,76097
1088,830,42,1,1:15.940,75940
1088,830,43,1,1:16.578,76578
1088,830,44,1,1:15.656,75656
1088,830,45,1,1:17.222,77222
1088,830,46,1,1:15.599,75599
1088,830,47,1,1:15.756,75756
1088,830,48,1,1:39.284,99284
1088,830,49,1,2:01.445,121445
1088,830,50,1,1:23.226,83226
1088,830,51,1,1:14.454,74454
1088,830,52,1,1:14.649,74649
1088,830,53,1,1:14.445,74445
1088,830,54,1,1:14.540,74540
1088,830,55,1,1:14.843,74843
1088,830,56,1,1:26.101,86101
1088,830,57,3,2:34.609,154609
1088,830,58,2,2:17.717,137717
1088,830,59,2,2:07.225,127225
1088,830,60,2,2:02.120,122120
1088,830,61,1,1:13.682,73682
1088,830,62,1,1:13.652,73652
1088,830,63,1,1:13.780,73780
1088,830,64,1,1:13.891,73891
1088,830,65,1,1:13.929,73929
1088,830,66,1,1:13.960,73960
1088,830,67,1,1:13.968,73968
1088,830,68,1,1:13.948,73948
1088,830,69,1,1:14.027,74027
1088,830,70,1,1:14.230,74230
1088,830,71,1,1:14.352,74352
1088,830,72,1,1:15.061,75061
1088,844,1,2,1:20.348,80348
1088,844,2,2,1:16.554,76554
1088,844,3,2,1:17.062,77062
1088,844,4,2,1:16.428,76428
1088,844,5,2,1:16.333,76333
1088,844,6,2,1:16.213,76213
1088,844,7,2,1:16.834,76834
1088,844,8,2,1:16.531,76531
1088,844,9,2,1:16.658,76658
1088,844,10,2,1:16.600,76600
1088,844,11,2,1:16.820,76820
1088,844,12,2,1:16.951,76951
1088,844,13,2,1:16.813,76813
1088,844,14,2,1:16.913,76913
1088,844,15,2,1:17.150,77150
1088,844,16,2,1:17.413,77413
1088,844,17,2,1:20.164,80164
1088,844,18,4,1:34.652,94652
1088,844,19,4,1:16.318,76318
1088,844,20,4,1:16.270,76270
1088,844,21,4,1:16.166,76166
1088,844,22,4,1:16.303,76303
1088,844,23,4,1:16.077,76077
1088,844,24,4,1:16.105,76105
1088,844,25,4,1:16.278,76278
1088,844,26,4,1:16.195,76195
1088,844,27,4,1:16.523,76523
1088,844,28,4,1:16.620,76620
1088,844,29,4,1:16.787,76787
1088,844,30,3,1:16.623,76623
1088,844,31,3,1:16.532,76532
1088,844,32,2,1:16.485,76485
1088,844,33,2,1:16.369,76369
1088,844,34,2,1:16.451,76451
1088,844,35,2,1:16.440,76440
1088,844,36,2,1:16.523,76523
1088,844,37,2,1:16.584,76584
1088,844,38,2,1:16.538,76538
1088,844,39,2,1:16.336,76336
1088,844,40,2,1:16.397,76397
1088,844,41,2,1:16.316,76316
1088,844,42,2,1:16.380,76380
1088,844,43,2,1:16.374,76374
1088,844,44,2,1:16.224,76224
1088,844,45,3,1:21.109,81109
1088,844,46,4,1:35.746,95746
1088,844,47,4,1:21.541,81541
1088,844,48,4,1:43.570,103570
1088,844,49,4,1:42.795,102795
1088,844,50,4,1:17.075,77075
1088,844,51,4,1:14.824,74824
1088,844,52,4,1:17.714,77714
1088,844,53,4,1:15.104,75104
1088,844,54,4,1:15.257,75257
1088,844,55,4,1:15.031,75031
1088,844,56,4,1:36.578,96578
1088,844,57,4,2:08.137,128137
1088,844,58,4,2:13.906,133906
1088,844,59,4,2:04.741,124741
1088,844,60,4,1:59.368,119368
1088,844,61,4,1:15.700,75700
1088,844,62,4,1:14.413,74413
1088,844,63,4,1:14.420,74420
1088,844,64,4,1:14.597,74597
1088,844,65,4,1:14.890,74890
1088,844,66,3,1:14.720,74720
1088,844,67,3,1:14.635,74635
1088,844,68,3,1:14.455,74455
1088,844,69,3,1:14.604,74604
1088,844,70,3,1:14.766,74766
1088,844,71,3,1:15.156,75156
1088,844,72,3,1:16.199,76199
1088,832,1,3,1:21.468,81468
1088,832,2,3,1:16.622,76622
1088,832,3,3,1:16.919,76919
1088,832,4,3,1:17.102,77102
1088,832,5,3,1:16.874,76874
1088,832,6,3,1:17.024,77024
1088,832,7,3,1:17.012,77012
1088,832,8,3,1:17.203,77203
1088,832,9,3,1:17.330,77330
1088,832,10,3,1:17.175,77175
1088,832,11,3,1:17.293,77293
1088,832,12,3,1:17.605,77605
1088,832,13,3,1:17.088,77088
1088,832,14,4,1:20.366,80366
1088,832,15,11,1:45.683,105683
1088,832,16,10,1:16.701,76701
1088,832,17,9,1:16.317,76317
1088,832,18,8,1:16.462,76462
1088,832,19,7,1:17.608,77608
1088,832,20,6,1:17.148,77148
1088,832,21,6,1:16.914,76914
1088,832,22,6,1:17.060,77060
1088,832,23,6,1:16.648,76648
1088,832,24,6,1:16.816,76816
1088,832,25,6,1:16.497,76497
1088,832,26,6,1:17.013,77013
1088,832,27,6,1:16.789,76789
1088,832,28,6,1:16.821,76821
1088,832,29,6,1:16.861,76861
1088,832,30,6,1:17.148,77148
1088,832,31,6,1:16.890,76890
1088,832,32,6,1:16.942,76942
1088,832,33,6,1:17.183,77183
1088,832,34,6,1:16.834,76834
1088,832,35,6,1:16.859,76859
1088,832,36,6,1:17.000,77000
1088,832,37,6,1:16.946,76946
1088,832,38,6,1:17.028,77028
1088,832,39,6,1:17.090,77090
1088,832,40,6,1:16.648,76648
1088,832,41,5,1:16.604,76604
1088,832,42,5,1:16.427,76427
1088,832,43,5,1:20.161,80161
1088,832,44,9,1:36.409,96409
1088,832,45,9,1:16.069,76069
1088,832,46,9,1:15.358,75358
1088,832,47,9,1:30.931,90931
1088,832,48,7,1:47.491,107491
1088,832,49,7,1:31.803,91803
1088,832,50,7,1:16.321,76321
1088,832,51,7,1:15.180,75180
1088,832,52,7,1:15.285,75285
1088,832,53,7,1:15.548,75548
1088,832,54,7,1:15.673,75673
1088,832,55,6,1:16.932,76932
1088,832,56,6,1:46.950,106950
1088,832,57,6,1:43.506,103506
1088,832,58,6,2:04.194,124194
1088,832,59,6,2:02.337,122337
1088,832,60,6,1:57.824,117824
1088,832,61,5,1:15.685,75685
1088,832,62,5,1:14.822,74822
1088,832,63,5,1:14.643,74643
1088,832,64,5,1:15.077,75077
1088,832,65,5,1:15.016,75016
1088,832,66,5,1:15.336,75336
1088,832,67,5,1:15.432,75432
1088,832,68,5,1:15.649,75649
1088,832,69,5,1:15.376,75376
1088,832,70,5,1:15.646,75646
1088,832,71,5,1:15.181,75181
1088,832,72,5,1:14.836,74836
1088,1,1,4,1:22.718,82718
1088,1,2,4,1:16.814,76814
1088,1,3,4,1:16.804,76804
1088,1,4,4,1:16.578,76578
1088,1,5,4,1:16.607,76607
1088,1,6,4,1:17.083,77083
1088,1,7,4,1:16.996,76996
1088,1,8,4,1:17.270,77270
1088,1,9,4,1:17.441,77441
1088,1,10,4,1:17.094,77094
1088,1,11,4,1:17.055,77055
1088,1,12,4,1:17.940,77940
1088,1,13,4,1:16.887,76887
1088,1,14,3,1:17.104,77104
1088,1,15,3,1:16.887,76887
1088,1,16,3,1:17.064,77064
1088,1,17,3,1:16.937,76937
1088,1,18,2,1:16.988,76988
1088,1,19,1,1:16.789,76789
1088,1,20,1,1:16.674,76674
1088,1,21,1,1:16.825,76825
1088,1,22,1,1:16.678,76678
1088,1,23,1,1:16.625,76625
1088,1,24,1,1:16.702,76702
1088,1,25,1,1:16.739,76739
1088,1,26,1,1:16.712,76712
1088,1,27,1,1:17.019,77019
1088,1,28,1,1:16.886,76886
1088,1,29,2,1:19.848,79848
1088,1,30,5,1:35.030,95030
1088,1,31,5,1:15.801,75801
1088,1,32,4,1:15.837,75837
1088,1,33,4,1:15.983,75983
1088,1,34,4,1:15.472,75472
1088,1,35,4,1:15.783,75783
1088,1,36,4,1:17.472,77472
1088,1,37,3,1:17.583,77583
1088,1,38,3,1:15.116,75116
1088,1,39,3,1:16.040,76040
1088,1,40,3,1:15.232,75232
1088,1,41,3,1:15.522,75522
1088,1,42,3,1:15.286,75286
1088,1,43,3,1:15.290,75290
1088,1,44,3,1:15.969,75969
1088,1,45,2,1:15.792,75792
1088,1,46,2,1:15.321,75321
1088,1,47,2,1:15.137,75137
1088,1,48,2,1:43.647,103647
1088,1,49,2,1:58.712,118712
1088,1,50,2,1:20.434,80434
1088,1,51,2,1:14.665,74665
1088,1,52,2,1:14.419,74419
1088,1,53,2,1:13.961,73961
1088,1,54,2,1:13.854,73854
1088,1,55,2,1:14.193,74193
1088,1,56,2,1:26.477,86477
1088,1,57,1,2:19.436,139436
1088,1,58,1,2:19.648,139648
1088,1,59,1,2:07.936,127936
1088,1,60,1,2:03.465,123465
1088,1,61,2,1:15.423,75423
1088,1,62,2,1:14.079,74079
1088,1,63,2,1:14.532,74532
1088,1,64,3,1:15.624,75624
1088,1,65,3,1:15.167,75167
1088,1,66,4,1:16.063,76063
1088,1,67,4,1:14.681,74681
1088,1,68,4,1:14.722,74722
1088,1,69,4,1:15.038,75038
1088,1,70,4,1:15.115,75115
1088,1,71,4,1:15.286,75286
1088,1,72,4,1:15.782,75782
1088,815,1,5,1:23.729,83729
1088,815,2,5,1:17.045,77045
1088,815,3,5,1:17.127,77127
1088,815,4,5,1:16.901,76901
1088,815,5,5,1:16.873,76873
1088,815,6,5,1:16.796,76796
1088,815,7,5,1:17.028,77028
1088,815,8,5,1:16.868,76868
1088,815,9,5,1:17.147,77147
1088,815,10,5,1:17.452,77452
1088,815,11,5,1:17.563,77563
1088,815,12,5,1:17.521,77521
1088,815,13,5,1:17.499,77499
1088,815,14,6,1:20.281,80281
1088,815,15,8,1:34.641,94641
1088,815,16,8,1:16.419,76419
1088,815,17,7,1:16.497,76497
1088,815,18,5,1:16.417,76417
1088,815,19,5,1:16.138,76138
1088,815,20,5,1:16.220,76220
1088,815,21,5,1:16.026,76026
1088,815,22,5,1:16.405,76405
1088,815,23,5,1:16.240,76240
1088,815,24,5,1:16.569,76569
1088,815,25,5,1:16.366,76366
1088,815,26,5,1:16.192,76192
1088,815,27,5,1:16.299,76299
1088,815,28,5,1:16.251,76251
1088,815,29,5,1:16.394,76394
1088,815,30,4,1:16.585,76585
1088,815,31,4,1:16.805,76805
1088,815,32,3,1:16.921,76921
1088,815,33,3,1:16.651,76651
1088,815,34,3,1:16.669,76669
1088,815,35,3,1:16.871,76871
1088,815,36,3,1:17.613,77613
1088,815,37,4,1:19.807,79807
1088,815,38,4,1:16.862,76862
1088,815,39,5,1:17.718,77718
1088,815,40,5,1:19.441,79441
1088,815,41,7,1:34.088,94088
1088,815,42,7,1:14.930,74930
1088,815,43,7,1:16.586,76586
1088,815,44,5,1:15.729,75729
1088,815,45,5,1:15.111,75111
1088,815,46,5,1:15.096,75096
1088,815,47,5,1:28.798,88798
1088,815,48,5,1:40.716,100716
1088,815,49,5,1:39.650,99650
1088,815,50,5,1:15.777,75777
1088,815,51,5,1:14.908,74908
1088,815,52,5,1:15.118,75118
1088,815,53,5,1:15.121,75121
1088,815,54,5,1:15.606,75606
1088,815,55,5,1:15.107,75107
1088,815,56,5,1:36.708,96708
1088,815,57,5,2:07.915,127915
1088,815,58,5,2:11.362,131362
1088,815,59,5,2:03.497,123497
1088,815,60,5,1:59.266,119266
1088,815,61,6,1:16.569,76569
1088,815,62,6,1:14.841,74841
1088,815,63,6,1:14.404,74404
1088,815,64,6,1:14.992,74992
1088,815,65,6,1:15.028,75028
1088,815,66,6,1:15.198,75198
1088,815,67,6,1:15.436,75436
1088,815,68,6,1:15.900,75900
1088,815,69,6,1:15.126,75126
1088,815,70,6,1:16.759,76759
1088,815,71,6,1:15.403,75403
1088,815,72,6,1:15.349,75349
1088,846,1,6,1:24.472,84472
1088,846,2,6,1:17.924,77924
1088,846,3,6,1:17.469,77469
1088,846,4,7,1:18.553,78553
1088,846,5,7,1:17.289,77289
1088,846,6,7,1:17.170,77170
1088,846,7,7,1:17.517,77517
1088,846,8,7,1:17.285,77285
1088,846,9,7,1:17.464,77464
1088,846,10,7,1:17.610,77610
1088,846,11,7,1:17.519,77519
1088,846,12,7,1:17.815,77815
1088,846,13,7,1:17.603,77603
1088,846,14,7,1:17.923,77923
1088,846,15,5,1:17.595,77595
1088,846,16,5,1:17.532,77532
1088,846,17,5,1:20.833,80833
1088,846,18,9,1:36.764,96764
1088,846,19,8,1:16.782,76782
1088,846,20,8,1:17.294,77294
1088,846,21,7,1:16.929,76929
1088,846,22,7,1:16.762,76762
1088,846,23,7,1:16.873,76873
1088,846,24,7,1:16.779,76779
1088,846,25,7,1:16.825,76825
1088,846,26,7,1:16.733,76733
1088,846,27,7,1:17.223,77223
1088,846,28,7,1:16.928,76928
1088,846,29,7,1:16.843,76843
1088,846,30,7,1:16.919,76919
1088,846,31,7,1:17.131,77131
1088,846,32,7,1:17.179,77179
1088,846,33,7,1:17.163,77163
1088,846,34,7,1:17.232,77232
1088,846,35,7,1:16.994,76994
1088,846,36,7,1:17.294,77294
1088,846,37,7,1:17.280,77280
1088,846,38,7,1:16.942,76942
1088,846,39,7,1:16.889,76889
1088,846,40,7,1:16.761,76761
1088,846,41,6,1:16.715,76715
1088,846,42,6,1:16.635,76635
1088,846,43,6,1:16.702,76702
1088,846,44,6,1:18.816,78816
1088,846,45,6,1:16.841,76841
1088,846,46,6,1:16.690,76690
1088,846,47,6,1:30.208,90208
1088,846,48,8,2:05.296,125296
1088,846,49,8,1:30.679,90679
1088,846,50,8,1:15.431,75431
1088,846,51,8,1:15.192,75192
1088,846,52,8,1:15.035,75035
1088,846,53,8,1:15.541,75541
1088,846,54,8,1:15.727,75727
1088,846,55,8,1:17.779,77779
1088,846,56,7,1:46.703,106703
1088,846,57,7,1:44.705,104705
1088,846,58,8,2:05.604,125604
1088,846,59,8,2:01.825,121825
1088,846,60,8,1:54.905,114905
1088,846,61,8,1:16.520,76520
1088,846,62,8,1:15.423,75423
1088,846,63,8,1:14.706,74706
1088,846,64,8,1:14.830,74830
1088,846,65,8,1:15.234,75234
1088,846,66,8,1:15.047,75047
1088,846,67,8,1:15.851,75851
1088,846,68,8,1:15.190,75190
1088,846,69,8,1:15.841,75841
1088,846,70,8,1:15.303,75303
1088,846,71,8,1:15.662,75662
1088,846,72,8,1:15.351,75351
1088,847,1,7,1:24.948,84948
1088,847,2,7,1:17.931,77931
1088,847,3,7,1:17.207,77207
1088,847,4,6,1:16.776,76776
1088,847,5,6,1:16.653,76653
1088,847,6,6,1:16.578,76578
1088,847,7,6,1:16.778,76778
1088,847,8,6,1:17.102,77102
1088,847,9,6,1:17.176,77176
1088,847,10,6,1:17.106,77106
1088,847,11,6,1:17.228,77228
1088,847,12,6,1:17.724,77724
1088,847,13,6,1:16.939,76939
1088,847,14,5,1:17.278,77278
1088,847,15,4,1:16.885,76885
1088,847,16,4,1:16.948,76948
1088,847,17,4,1:17.009,77009
1088,847,18,3,1:16.944,76944
1088,847,19,2,1:17.045,77045
1088,847,20,2,1:16.817,76817
1088,847,21,2,1:16.828,76828
1088,847,22,2,1:16.832,76832
1088,847,23,2,1:16.793,76793
1088,847,24,2,1:16.705,76705
1088,847,25,2,1:16.676,76676
1088,847,26,2,1:16.510,76510
1088,847,27,2,1:16.614,76614
1088,847,28,3,1:18.263,78263
1088,847,29,3,1:17.270,77270
1088,847,30,2,1:17.081,77081
1088,847,31,2,1:19.790,79790
1088,847,32,5,1:34.911,94911
1088,847,33,5,1:15.477,75477
1088,847,34,5,1:15.480,75480
1088,847,35,5,1:15.422,75422
1088,847,36,5,1:15.935,75935
1088,847,37,5,1:16.103,76103
1088,847,38,5,1:15.944,75944
1088,847,39,4,1:15.473,75473
1088,847,40,4,1:15.632,75632
1088,847,41,4,1:15.131,75131
1088,847,42,4,1:15.581,75581
1088,847,43,4,1:15.272,75272
1088,847,44,4,1:15.371,75371
1088,847,45,4,1:15.501,75501
1088,847,46,3,1:15.156,75156
1088,847,47,3,1:14.950,74950
1088,847,48,3,1:47.571,107571
1088,847,49,3,1:58.869,118869
1088,847,50,3,1:17.159,77159
1088,847,51,3,1:14.223,74223
1088,847,52,3,1:14.326,74326
1088,847,53,3,1:13.947,73947
1088,847,54,3,1:14.082,74082
1088,847,55,3,1:14.601,74601
1088,847,56,3,1:27.149,87149
1088,847,57,2,2:18.880,138880
1088,847,58,3,2:21.982,141982
1088,847,59,3,2:05.470,125470
1088,847,60,3,2:00.908,120908
1088,847,61,3,1:15.249,75249
1088,847,62,3,1:14.205,74205
1088,847,63,3,1:13.945,73945
1088,847,64,2,1:14.010,74010
1088,847,65,2,1:13.917,73917
1088,847,66,2,1:14.208,74208
1088,847,67,2,1:14.037,74037
1088,847,68,2,1:14.194,74194
1088,847,69,2,1:14.392,74392
1088,847,70,2,1:14.541,74541
1088,847,71,2,1:15.535,75535
1088,847,72,2,1:13.671,73671
1088,840,1,8,1:25.398,85398
1088,840,2,8,1:18.190,78190
1088,840,3,8,1:18.078,78078
1088,840,4,8,1:17.369,77369
1088,840,5,8,1:17.277,77277
1088,840,6,8,1:17.785,77785
1088,840,7,8,1:17.621,77621
1088,840,8,8,1:17.589,77589
1088,840,9,8,1:17.645,77645
1088,840,10,8,1:17.660,77660
1088,840,11,8,1:17.803,77803
1088,840,12,8,1:18.164,78164
1088,840,13,8,1:17.843,77843
1088,840,14,8,1:17.664,77664
1088,840,15,6,1:17.676,77676
1088,840,16,6,1:20.529,80529
1088,840,17,10,1:36.191,96191
1088,840,18,10,1:17.101,77101
1088,840,19,9,1:17.191,77191
1088,840,20,9,1:17.372,77372
1088,840,21,8,1:17.230,77230
1088,840,22,8,1:17.109,77109
1088,840,23,8,1:16.933,76933
1088,840,24,8,1:17.047,77047
1088,840,25,8,1:17.053,77053
1088,840,26,8,1:16.949,76949
1088,840,27,8,1:17.096,77096
1088,840,28,8,1:17.288,77288
1088,840,29,8,1:17.018,77018
1088,840,30,8,1:17.172,77172
1088,840,31,8,1:17.001,77001
1088,840,32,8,1:17.221,77221
1088,840,33,8,1:17.089,77089
1088,840,34,8,1:17.097,77097
1088,840,35,8,1:16.830,76830
1088,840,36,8,1:16.934,76934
1088,840,37,8,1:17.004,77004
1088,840,38,9,1:20.393,80393
1088,840,39,11,1:36.957,96957
1088,840,40,11,1:15.873,75873
1088,840,41,11,1:15.887,75887
1088,840,42,10,1:15.782,75782
1088,840,43,10,1:15.462,75462
1088,840,44,10,1:16.419,76419
1088,840,45,10,1:15.773,75773
1088,840,46,10,1:16.076,76076
1088,840,47,10,1:32.874,92874
1088,840,48,10,1:47.181,107181
1088,840,49,10,1:31.482,91482
1088,840,50,10,1:16.097,76097
1088,840,51,10,1:15.752,75752
1088,840,52,10,1:15.937,75937
1088,840,53,10,1:15.678,75678
1088,840,54,10,1:15.818,75818
1088,840,55,10,1:18.185,78185
1088,840,56,10,1:47.511,107511
1088,840,57,10,1:59.286,119286
1088,840,58,10,1:47.926,107926
1088,840,59,10,2:00.522,120522
1088,840,60,10,1:52.939,112939
1088,840,61,10,1:16.585,76585
1088,840,62,10,1:16.066,76066
1088,840,63,10,1:15.175,75175
1088,840,64,10,1:15.121,75121
1088,840,65,10,1:15.043,75043
1088,840,66,10,1:15.311,75311
1088,840,67,10,1:15.372,75372
1088,840,68,10,1:15.384,75384
1088,840,69,10,1:15.601,75601
1088,840,70,10,1:15.824,75824
1088,840,71,10,1:15.884,75884
1088,840,72,10,1:15.839,75839
1088,839,1,9,1:25.889,85889
1088,839,2,9,1:18.241,78241
1088,839,3,9,1:17.949,77949
1088,839,4,9,1:17.692,77692
1088,839,5,9,1:17.709,77709
1088,839,6,9,1:17.990,77990
1088,839,7,9,1:17.755,77755
1088,839,8,9,1:17.811,77811
1088,839,9,9,1:17.994,77994
1088,839,10,9,1:18.044,78044
1088,839,11,9,1:18.244,78244
1088,839,12,9,1:18.316,78316
1088,839,13,9,1:18.095,78095
1088,839,14,9,1:18.088,78088
1088,839,15,7,1:17.871,77871
1088,839,16,7,1:18.142,78142
1088,839,17,6,1:18.012,78012
1088,839,18,6,1:21.031,81031
1088,839,19,11,1:36.688,96688
1088,839,20,11,1:17.461,77461
1088,839,21,11,1:16.915,76915
1088,839,22,10,1:16.977,76977
1088,839,23,10,1:16.979,76979
1088,839,24,10,1:16.920,76920
1088,839,25,10,1:16.899,76899
1088,839,26,10,1:16.673,76673
1088,839,27,10,1:16.805,76805
1088,839,28,10,1:16.863,76863
1088,839,29,10,1:16.825,76825
1088,839,30,10,1:16.940,76940
1088,839,31,10,1:17.318,77318
1088,839,32,10,1:17.298,77298
1088,839,33,10,1:17.262,77262
1088,839,34,10,1:16.939,76939
1088,839,35,10,1:16.824,76824
1088,839,36,10,1:16.976,76976
1088,839,37,10,1:16.760,76760
1088,839,38,10,1:17.061,77061
1088,839,39,9,1:16.980,76980
1088,839,40,9,1:17.270,77270
1088,839,41,9,1:16.897,76897
1088,839,42,9,1:16.801,76801
1088,839,43,9,1:16.608,76608
1088,839,44,8,1:17.659,77659
1088,839,45,8,1:16.760,76760
1088,839,46,8,1:16.658,76658
1088,839,47,8,1:30.862,90862
1088,839,48,6,1:45.192,105192
1088,839,49,6,1:34.668,94668
1088,839,50,6,1:17.196,77196
1088,839,51,6,1:16.747,76747
1088,839,52,6,1:16.533,76533
1088,839,53,6,1:16.475,76475
1088,839,54,6,1:16.563,76563
1088,839,55,7,1:18.758,78758
1088,839,56,9,1:48.772,108772
1088,839,57,9,2:03.650,123650
1088,839,58,9,1:48.305,108305
1088,839,59,9,1:59.835,119835
1088,839,60,9,1:54.099,114099
1088,839,61,9,1:16.628,76628
1088,839,62,9,1:15.705,75705
1088,839,63,9,1:15.180,75180
1088,839,64,9,1:15.084,75084
1088,839,65,9,1:15.226,75226
1088,839,66,9,1:15.248,75248
1088,839,67,9,1:15.378,75378
1088,839,68,9,1:15.466,75466
1088,839,69,9,1:15.514,75514
1088,839,70,9,1:15.968,75968
1088,839,71,9,1:15.395,75395
1088,839,72,9,1:15.554,75554
1088,854,1,10,1:26.455,86455
1088,854,2,10,1:18.484,78484
1088,854,3,10,1:18.061,78061
1088,854,4,10,1:18.436,78436
1088,854,5,10,1:18.020,78020
1088,854,6,10,1:18.141,78141
1088,854,7,10,1:17.730,77730
1088,854,8,10,1:18.007,78007
1088,854,9,10,1:18.020,78020
1088,854,10,10,1:18.058,78058
1088,854,11,10,1:17.911,77911
1088,854,12,10,1:18.398,78398
1088,854,13,10,1:21.444,81444
1088,854,14,18,1:43.640,103640
1088,854,15,16,1:17.941,77941
1088,854,16,16,1:18.075,78075
1088,854,17,15,1:17.647,77647
1088,854,18,15,1:17.689,77689
1088,854,19,15,1:16.881,76881
1088,854,20,15,1:16.957,76957
1088,854,21,15,1:17.044,77044
1088,854,22,14,1:17.431,77431
1088,854,23,14,1:17.370,77370
1088,854,24,14,1:17.546,77546
1088,854,25,14,1:17.599,77599
1088,854,26,14,1:18.513,78513
1088,854,27,14,1:17.950,77950
1088,854,28,14,1:17.615,77615
1088,854,29,14,1:18.075,78075
1088,854,30,14,1:17.886,77886
1088,854,31,14,1:18.366,78366
1088,854,32,14,1:17.951,77951
1088,854,33,15,1:23.640,83640
1088,854,34,19,1:43.157,103157
1088,854,35,18,1:18.958,78958
1088,854,36,18,1:18.554,78554
1088,854,37,18,1:17.323,77323
1088,854,38,18,1:17.093,77093
1088,854,39,18,1:16.836,76836
1088,854,40,17,1:17.094,77094
1088,854,41,17,1:16.636,76636
1088,854,42,17,1:16.271,76271
1088,854,43,16,1:16.228,76228
1088,854,44,16,1:16.403,76403
1088,854,45,16,1:17.314,77314
1088,854,46,16,1:24.749,84749
1088,854,47,16,1:43.655,103655
1088,854,48,16,1:56.586,116586
1088,854,49,15,1:16.212,76212
1088,854,50,15,1:15.671,75671
1088,854,51,15,1:15.233,75233
1088,854,52,15,1:15.415,75415
1088,854,53,15,1:15.720,75720
1088,854,54,14,1:15.649,75649
1088,854,55,14,1:38.210,98210
1088,854,56,13,1:49.555,109555
1088,854,57,13,2:15.464,135464
1088,854,58,13,1:33.416,93416
1088,854,59,13,1:16.699,76699
1088,854,60,13,1:22.585,82585
1088,854,61,13,1:17.247,77247
1088,854,62,13,1:16.360,76360
1088,854,63,13,1:15.591,75591
1088,854,64,13,1:15.690,75690
1088,854,65,13,1:15.525,75525
1088,854,66,13,1:15.803,75803
1088,854,67,13,1:16.503,76503
1088,854,68,13,1:16.658,76658
1088,854,69,13,1:16.239,76239
1088,854,70,14,1:17.449,77449
1088,854,71,14,1:16.614,76614
1088,854,72,14,1:16.422,76422
1088,852,1,11,1:27.229,87229
1088,852,2,11,1:18.905,78905
1088,852,3,11,1:18.167,78167
1088,852,4,11,1:18.088,78088
1088,852,5,11,1:17.687,77687
1088,852,6,11,1:18.055,78055
1088,852,7,11,1:18.242,78242
1088,852,8,11,1:18.087,78087
1088,852,9,11,1:18.405,78405
1088,852,10,11,1:18.253,78253
1088,852,11,11,1:18.371,78371
1088,852,12,11,1:19.713,79713
1088,852,13,11,1:21.202,81202
1088,852,14,14,1:36.224,96224
1088,852,15,13,1:17.320,77320
1088,852,16,13,1:17.138,77138
1088,852,17,12,1:17.336,77336
1088,852,18,12,1:17.467,77467
1088,852,19,12,1:17.652,77652
1088,852,20,12,1:17.771,77771
1088,852,21,12,1:17.482,77482
1088,852,22,11,1:17.521,77521
1088,852,23,11,1:17.324,77324
1088,852,24,11,1:17.580,77580
1088,852,25,11,1:17.412,77412
1088,852,26,11,1:17.442,77442
1088,852,27,11,1:17.703,77703
1088,852,28,11,1:17.542,77542
1088,852,29,11,1:17.482,77482
1088,852,30,11,1:17.241,77241
1088,852,31,11,1:17.359,77359
1088,852,32,11,1:17.493,77493
1088,852,33,11,1:17.526,77526
