raceId,driverId,lap,position,time,milliseconds
1094,822,69,10,1:23.497,83497
1094,822,70,10,1:24.341,84341
1094,839,1,9,1:32.046,92046
1094,839,2,9,1:25.677,85677
1094,839,3,9,1:24.898,84898
1094,839,4,9,1:24.861,84861
1094,839,5,9,1:25.030,85030
1094,839,6,9,1:24.604,84604
1094,839,7,9,1:24.597,84597
1094,839,8,9,1:24.559,84559
1094,839,9,9,1:24.714,84714
1094,839,10,9,1:24.622,84622
1094,839,11,9,1:24.714,84714
1094,839,12,9,1:24.770,84770
1094,839,13,9,1:24.547,84547
1094,839,14,9,1:24.555,84555
1094,839,15,9,1:24.514,84514
1094,839,16,9,1:24.455,84455
1094,839,17,9,1:24.728,84728
1094,839,18,9,1:24.519,84519
1094,839,19,9,1:24.398,84398
1094,839,20,9,1:24.724,84724
1094,839,21,9,1:24.627,84627
1094,839,22,9,1:24.550,84550
1094,839,23,9,1:24.693,84693
1094,839,24,9,1:24.531,84531
1094,839,25,9,1:24.600,84600
1094,839,26,9,1:24.636,84636
1094,839,27,9,1:24.398,84398
1094,839,28,9,1:24.528,84528
1094,839,29,8,1:24.444,84444
1094,839,30,7,1:24.442,84442
1094,839,31,7,1:24.391,84391
1094,839,32,7,1:24.299,84299
1094,839,33,8,1:27.662,87662
1094,839,34,13,1:43.678,103678
1094,839,35,13,1:23.737,83737
1094,839,36,13,1:24.007,84007
1094,839,37,13,1:24.439,84439
1094,839,38,11,1:24.245,84245
1094,839,39,11,1:23.324,83324
1094,839,40,11,1:24.562,84562
1094,839,41,10,1:25.219,85219
1094,839,42,10,1:23.915,83915
1094,839,43,10,1:23.696,83696
1094,839,44,10,1:24.697,84697
1094,839,45,8,1:23.384,83384
1094,839,46,8,1:23.548,83548
1094,839,47,8,1:23.448,83448
1094,839,48,8,1:23.279,83279
1094,839,49,8,1:25.271,85271
1094,839,50,8,1:23.589,83589
1094,839,51,8,1:23.584,83584
1094,839,52,8,1:23.519,83519
1094,839,53,8,1:23.652,83652
1094,839,54,8,1:23.777,83777
1094,839,55,8,1:23.700,83700
1094,839,56,8,1:23.977,83977
1094,839,57,8,1:23.801,83801
1094,839,58,8,1:27.140,87140
1094,839,59,8,1:24.139,84139
1094,839,60,7,1:24.399,84399
1094,839,61,8,1:26.165,86165
1094,839,62,8,1:24.050,84050
1094,839,63,8,1:24.122,84122
1094,839,64,8,1:37.709,97709
1094,839,65,8,1:27.328,87328
1094,839,66,8,1:23.827,83827
1094,839,67,8,1:23.541,83541
1094,839,68,8,1:23.766,83766
1094,839,69,8,1:23.860,83860
1094,839,70,8,1:24.031,84031
1094,846,1,10,1:32.431,92431
1094,846,2,10,1:25.709,85709
1094,846,3,10,1:25.201,85201
1094,846,4,10,1:24.748,84748
1094,846,5,10,1:24.904,84904
1094,846,6,10,1:24.702,84702
1094,846,7,10,1:25.211,85211
1094,846,8,10,1:24.816,84816
1094,846,9,10,1:24.942,84942
1094,846,10,10,1:24.584,84584
1094,846,11,10,1:24.503,84503
1094,846,12,10,1:25.093,85093
1094,846,13,10,1:24.664,84664
1094,846,14,10,1:24.698,84698
1094,846,15,10,1:24.750,84750
1094,846,16,10,1:24.463,84463
1094,846,17,10,1:24.357,84357
1094,846,18,10,1:24.446,84446
1094,846,19,10,1:24.544,84544
1094,846,20,10,1:24.659,84659
1094,846,21,10,1:24.496,84496
1094,846,22,10,1:24.640,84640
1094,846,23,10,1:24.535,84535
1094,846,24,10,1:25.077,85077
1094,846,25,10,1:24.894,84894
1094,846,26,10,1:25.066,85066
1094,846,27,10,1:24.807,84807
1094,846,28,10,1:24.746,84746
1094,846,29,9,1:24.570,84570
1094,846,30,8,1:24.282,84282
1094,846,31,10,1:27.562,87562
1094,846,32,15,1:44.158,104158
1094,846,33,15,1:24.075,84075
1094,846,34,15,1:24.285,84285
1094,846,35,15,1:24.012,84012
1094,846,36,15,1:24.315,84315
1094,846,37,15,1:24.212,84212
1094,846,38,14,1:23.850,83850
1094,846,39,13,1:24.433,84433
1094,846,40,12,1:24.187,84187
1094,846,41,12,1:23.675,83675
1094,846,42,12,1:24.240,84240
1094,846,43,12,1:23.767,83767
1094,846,44,12,1:23.684,83684
1094,846,45,10,1:24.546,84546
1094,846,46,10,1:25.375,85375
1094,846,47,10,1:23.614,83614
1094,846,48,10,1:23.402,83402
1094,846,49,10,1:23.645,83645
1094,846,50,10,1:23.592,83592
1094,846,51,10,1:23.556,83556
1094,846,52,10,1:23.705,83705
1094,846,53,10,1:23.989,83989
1094,846,54,10,1:25.432,85432
1094,846,55,11,1:27.196,87196
1094,846,56,11,1:25.474,85474
1094,846,57,11,1:23.573,83573
1094,846,58,11,1:23.897,83897
1094,846,59,11,1:23.956,83956
1094,846,60,11,1:23.812,83812
1094,846,61,11,1:24.113,84113
1094,846,62,11,1:24.053,84053
1094,846,63,11,1:24.136,84136
1094,846,64,9,1:38.511,98511
1094,846,65,9,1:26.426,86426
1094,846,66,9,1:23.462,83462
1094,846,67,9,1:23.495,83495
1094,846,68,9,1:23.582,83582
1094,846,69,9,1:23.875,83875
1094,846,70,9,1:24.313,84313
1094,852,1,11,1:32.981,92981
1094,852,2,11,1:25.857,85857
1094,852,3,11,1:25.315,85315
1094,852,4,11,1:24.800,84800
1094,852,5,11,1:24.943,84943
1094,852,6,11,1:25.123,85123
1094,852,7,11,1:25.002,85002
1094,852,8,11,1:24.857,84857
1094,852,9,11,1:24.902,84902
1094,852,10,11,1:24.909,84909
1094,852,11,11,1:24.597,84597
1094,852,12,11,1:24.922,84922
1094,852,13,11,1:24.728,84728
1094,852,14,11,1:24.754,84754
1094,852,15,11,1:24.691,84691
1094,852,16,11,1:24.580,84580
1094,852,17,11,1:24.679,84679
1094,852,18,11,1:24.775,84775
1094,852,19,11,1:24.626,84626
1094,852,20,11,1:24.659,84659
1094,852,21,11,1:24.973,84973
1094,852,22,11,1:24.731,84731
1094,852,23,11,1:24.686,84686
1094,852,24,11,1:24.986,84986
1094,852,25,11,1:25.023,85023
1094,852,26,11,1:24.789,84789
1094,852,27,11,1:24.748,84748
1094,852,28,11,1:24.954,84954
1094,852,29,12,1:28.031,88031
1094,852,30,16,1:43.104,103104
1094,852,31,16,1:23.617,83617
1094,852,32,16,1:24.123,84123
1094,852,33,16,1:24.598,84598
1094,852,34,16,1:24.209,84209
1094,852,35,16,1:24.188,84188
1094,852,36,16,1:23.976,83976
1094,852,37,16,1:24.047,84047
1094,852,38,15,1:24.960,84960
1094,852,39,14,1:23.794,83794
1094,852,40,13,1:24.279,84279
1094,852,41,13,1:23.914,83914
1094,852,42,13,1:24.149,84149
1094,852,43,13,1:24.165,84165
1094,852,44,13,1:25.308,85308
1094,852,45,12,1:23.673,83673
1094,852,46,11,1:24.129,84129
1094,852,47,11,1:23.720,83720
1094,852,48,11,1:23.403,83403
1094,852,49,11,1:23.589,83589
1094,852,50,16,1:47.784,107784
1094,855,1,12,1:33.553,93553
1094,855,2,12,1:25.890,85890
1094,855,3,12,1:25.938,85938
1094,855,4,12,1:25.401,85401
1094,855,5,12,1:24.652,84652
1094,855,6,12,1:24.795,84795
1094,855,7,12,1:25.524,85524
1094,855,8,12,1:25.166,85166
1094,855,9,13,1:26.050,86050
1094,855,10,13,1:24.820,84820
1094,855,11,13,1:24.805,84805
1094,855,12,13,1:24.675,84675
1094,855,13,13,1:24.471,84471
1094,855,14,13,1:24.737,84737
1094,855,15,13,1:24.705,84705
1094,855,16,13,1:24.632,84632
1094,855,17,13,1:25.071,85071
1094,855,18,13,1:25.112,85112
1094,855,19,13,1:25.035,85035
1094,855,20,13,1:24.965,84965
1094,855,21,13,1:25.018,85018
1094,855,22,13,1:25.054,85054
1094,855,23,13,1:25.493,85493
1094,855,24,13,1:25.671,85671
1094,855,25,13,1:25.069,85069
1094,855,26,13,1:25.130,85130
1094,855,27,13,1:24.687,84687
1094,855,28,13,1:24.540,84540
1094,855,29,13,1:24.875,84875
1094,855,30,12,1:24.712,84712
1094,855,31,12,1:24.919,84919
1094,855,32,11,1:24.677,84677
1094,855,33,11,1:24.639,84639
1094,855,34,10,1:24.617,84617
1094,855,35,10,1:24.791,84791
1094,855,36,10,1:24.547,84547
1094,855,37,10,1:24.735,84735
1094,855,38,10,1:24.870,84870
1094,855,39,10,1:24.989,84989
1094,855,40,9,1:24.787,84787
1094,855,41,9,1:25.234,85234
1094,855,42,9,1:25.051,85051
1094,855,43,9,1:25.102,85102
1094,855,44,9,1:25.248,85248
1094,855,45,11,1:29.926,89926
1094,855,46,16,1:43.748,103748
1094,855,47,16,1:22.260,82260
1094,855,48,16,1:22.665,82665
1094,855,49,16,1:22.878,82878
1094,855,50,15,1:24.733,84733
1094,855,51,15,1:24.111,84111
1094,855,52,15,1:23.781,83781
1094,855,53,15,1:25.729,85729
1094,855,54,15,1:24.966,84966
1094,855,55,15,1:23.699,83699
1094,855,56,15,1:23.536,83536
1094,855,57,14,1:25.147,85147
1094,855,58,14,1:24.022,84022
1094,855,59,14,1:23.709,83709
1094,855,60,14,1:23.358,83358
1094,855,61,14,1:23.544,83544
1094,855,62,14,1:23.842,83842
1094,855,63,14,1:23.998,83998
1094,855,64,13,1:40.114,100114
1094,855,65,13,1:24.022,84022
1094,855,66,13,1:23.864,83864
1094,855,67,13,1:23.467,83467
1094,855,68,13,1:23.571,83571
1094,855,69,13,1:24.650,84650
1094,855,70,13,1:24.969,84969
1094,817,1,13,1:33.983,93983
1094,817,2,13,1:25.959,85959
1094,817,3,13,1:26.170,86170
1094,817,4,13,1:25.498,85498
1094,817,5,13,1:24.721,84721
1094,817,6,13,1:24.629,84629
1094,817,7,13,1:25.571,85571
1094,817,8,13,1:25.076,85076
1094,817,9,12,1:24.528,84528
1094,817,10,12,1:24.666,84666
1094,817,11,12,1:24.770,84770
1094,817,12,12,1:24.745,84745
1094,817,13,12,1:24.321,84321
1094,817,14,12,1:24.495,84495
1094,817,15,12,1:24.664,84664
1094,817,16,12,1:24.713,84713
1094,817,17,12,1:24.675,84675
1094,817,18,12,1:24.886,84886
1094,817,19,12,1:24.787,84787
1094,817,20,12,1:24.687,84687
1094,817,21,12,1:24.649,84649
1094,817,22,12,1:24.730,84730
1094,817,23,12,1:24.559,84559
1094,817,24,12,1:24.922,84922
1094,817,25,12,1:24.823,84823
1094,817,26,12,1:24.789,84789
1094,817,27,12,1:24.530,84530
1094,817,28,12,1:24.886,84886
1094,817,29,10,1:24.919,84919
1094,817,30,10,1:24.744,84744
1094,817,31,11,1:25.432,85432
1094,817,32,10,1:24.527,84527
1094,817,33,10,1:24.526,84526
1094,817,34,9,1:24.473,84473
1094,817,35,9,1:24.297,84297
1094,817,36,9,1:24.408,84408
1094,817,37,9,1:24.328,84328
1094,817,38,9,1:24.435,84435
1094,817,39,9,1:24.631,84631
1094,817,40,8,1:24.537,84537
1094,817,41,7,1:24.508,84508
1094,817,42,7,1:24.986,84986
1094,817,43,7,1:24.601,84601
1094,817,44,8,1:27.285,87285
1094,817,45,13,1:42.369,102369
1094,817,46,12,1:22.232,82232
1094,817,47,12,1:22.220,82220
1094,817,48,12,1:22.022,82022
1094,817,49,12,1:23.189,83189
1094,817,50,11,1:26.383,86383
1094,817,51,11,1:24.887,84887
1094,817,52,11,1:22.817,82817
1094,817,53,11,1:22.722,82722
1094,817,54,11,1:22.836,82836
1094,817,55,10,1:22.859,82859
1094,817,56,10,1:23.428,83428
1094,817,57,9,1:22.616,82616
1094,817,58,9,1:23.016,83016
1094,817,59,9,1:23.458,83458
1094,817,60,8,1:24.437,84437
1094,817,61,7,1:22.804,82804
1094,817,62,7,1:22.740,82740
1094,817,63,7,1:22.735,82735
1094,817,64,7,1:36.245,96245
1094,817,65,7,1:26.779,86779
1094,817,66,7,1:22.662,82662
1094,817,67,7,1:22.667,82667
1094,817,68,7,1:22.801,82801
1094,817,69,7,1:22.955,82955
1094,817,70,7,1:23.318,83318
1094,20,1,14,1:34.420,94420
1094,20,2,14,1:25.968,85968
1094,20,3,14,1:26.302,86302
1094,20,4,14,1:25.418,85418
1094,20,5,14,1:25.106,85106
1094,20,6,14,1:24.607,84607
1094,20,7,14,1:25.403,85403
1094,20,8,14,1:25.273,85273
1094,20,9,14,1:25.228,85228
1094,20,10,14,1:24.965,84965
1094,20,11,14,1:24.877,84877
1094,20,12,14,1:24.829,84829
1094,20,13,14,1:24.763,84763
1094,20,14,14,1:24.661,84661
1094,20,15,14,1:24.665,84665
1094,20,16,14,1:24.615,84615
1094,20,17,14,1:24.822,84822
1094,20,18,14,1:24.962,84962
1094,20,19,14,1:25.030,85030
1094,20,20,14,1:24.898,84898
1094,20,21,14,1:24.997,84997
1094,20,22,14,1:24.933,84933
1094,20,23,14,1:25.470,85470
1094,20,24,14,1:25.966,85966
1094,20,25,14,1:25.271,85271
1094,20,26,14,1:25.303,85303
1094,20,27,14,1:25.197,85197
1094,20,28,14,1:24.863,84863
1094,20,29,14,1:24.889,84889
1094,20,30,13,1:24.912,84912
1094,20,31,13,1:24.979,84979
1094,20,32,12,1:24.904,84904
1094,20,33,12,1:24.918,84918
1094,20,34,11,1:24.830,84830
1094,20,35,11,1:24.852,84852
1094,20,36,11,1:24.971,84971
1094,20,37,11,1:25.140,85140
1094,20,38,13,1:28.890,88890
1094,20,39,16,1:43.717,103717
1094,20,40,15,1:26.757,86757
1094,20,41,14,1:23.111,83111
1094,20,42,14,1:23.129,83129
1094,20,43,14,1:23.097,83097
1094,20,44,14,1:23.170,83170
1094,20,45,14,1:23.086,83086
1094,20,46,13,1:23.285,83285
1094,20,47,13,1:23.235,83235
1094,20,48,13,1:25.227,85227
1094,20,49,13,1:23.311,83311
1094,20,50,12,1:24.908,84908
1094,20,51,13,1:25.484,85484
1094,20,52,13,1:23.401,83401
1094,20,53,14,1:26.824,86824
1094,20,54,14,1:24.626,84626
1094,20,55,14,1:23.804,83804
1094,20,56,14,1:23.693,83693
1094,20,57,15,1:26.472,86472
1094,20,58,15,1:24.262,84262
1094,20,59,15,1:23.752,83752
1094,20,60,15,1:23.815,83815
1094,20,61,15,1:24.545,84545
1094,20,62,15,1:24.463,84463
1094,20,63,15,1:23.859,83859
1094,20,64,14,1:40.014,100014
1094,20,65,14,1:23.702,83702
1094,20,66,14,1:23.512,83512
1094,20,67,14,1:23.546,83546
1094,20,68,14,1:23.713,83713
1094,20,69,14,1:26.578,86578
1094,20,70,14,1:24.032,84032
1094,840,1,15,1:34.964,94964
1094,840,2,15,1:26.209,86209
1094,840,3,15,1:26.244,86244
1094,840,4,15,1:25.688,85688
1094,840,5,15,1:25.089,85089
1094,840,6,15,1:24.711,84711
1094,840,7,15,1:25.471,85471
1094,840,8,15,1:25.510,85510
1094,840,9,15,1:25.458,85458
1094,840,10,15,1:25.155,85155
1094,840,11,15,1:25.035,85035
1094,840,12,15,1:25.397,85397
1094,840,13,16,1:28.394,88394
1094,840,14,16,1:25.144,85144
1094,840,15,16,1:24.965,84965
1094,840,16,16,1:25.322,85322
1094,840,17,17,1:28.797,88797
1094,840,18,20,1:44.546,104546
1094,840,19,20,1:24.433,84433
1094,840,20,20,1:24.454,84454
1094,840,21,20,1:24.505,84505
1094,840,22,20,1:24.494,84494
1094,840,23,20,1:24.800,84800
1094,840,24,19,1:24.629,84629
1094,840,25,18,1:24.391,84391
1094,840,26,18,1:24.390,84390
1094,840,27,18,1:24.277,84277
1094,840,28,18,1:24.421,84421
1094,840,29,18,1:24.218,84218
1094,840,30,18,1:24.116,84116
1094,840,31,18,1:24.269,84269
1094,840,32,18,1:24.457,84457
1094,840,33,17,1:24.069,84069
1094,840,34,17,1:24.510,84510
1094,840,35,17,1:24.396,84396
1094,840,36,17,1:24.679,84679
1094,840,37,17,1:26.687,86687
1094,840,38,17,1:24.858,84858
1094,840,39,15,1:25.299,85299
1094,840,40,16,1:28.255,88255
1094,840,41,18,1:42.768,102768
1094,840,42,18,1:22.463,82463
1094,840,43,18,1:22.805,82805
1094,840,44,18,1:22.994,82994
1094,840,45,18,1:23.338,83338
1094,840,46,18,1:23.518,83518
1094,840,47,18,1:23.775,83775
1094,840,48,18,1:23.652,83652
1094,840,49,18,1:23.587,83587
1094,840,50,18,1:24.106,84106
1094,840,51,16,1:23.287,83287
1094,840,52,16,1:23.341,83341
1094,840,53,16,1:23.593,83593
1094,840,54,16,1:23.526,83526
1094,840,55,16,1:23.458,83458
1094,840,56,16,1:23.341,83341
1094,840,57,16,1:23.526,83526
1094,840,58,16,1:23.553,83553
1094,840,59,16,1:23.645,83645
1094,840,60,16,1:23.605,83605
1094,840,61,16,1:26.058,86058
1094,840,62,16,1:24.045,84045
1094,840,63,16,1:23.946,83946
1094,840,64,15,1:40.359,100359
1094,840,65,15,1:23.984,83984
1094,840,66,15,1:23.659,83659
1094,840,67,15,1:23.766,83766
1094,840,68,15,1:23.751,83751
1094,840,69,15,1:24.086,84086
1094,840,70,15,1:28.441,88441
1094,842,1,16,1:35.417,95417
1094,842,2,16,1:26.197,86197
1094,842,3,16,1:26.285,86285
1094,842,4,16,1:25.870,85870
1094,842,5,16,1:25.322,85322
1094,842,6,16,1:24.622,84622
1094,842,7,16,1:25.334,85334
1094,842,8,16,1:25.472,85472
1094,842,9,16,1:25.934,85934
1094,842,10,16,1:25.042,85042
1094,842,11,16,1:25.100,85100
1094,842,12,16,1:24.951,84951
1094,842,13,15,1:26.906,86906
1094,842,14,15,1:24.587,84587
1094,842,15,15,1:24.446,84446
1094,842,16,15,1:24.679,84679
1094,842,17,15,1:24.621,84621
1094,842,18,15,1:25.048,85048
1094,842,19,15,1:24.923,84923
1094,842,20,15,1:24.532,84532
1094,842,21,15,1:24.756,84756
1094,842,22,15,1:24.691,84691
1094,842,23,15,1:24.895,84895
1094,842,24,15,1:24.896,84896
1094,842,25,15,1:24.998,84998
1094,842,26,15,1:25.010,85010
1094,842,27,15,1:24.913,84913
1094,842,28,15,1:24.788,84788
1094,842,29,15,1:24.747,84747
1094,842,30,14,1:25.024,85024
1094,842,31,14,1:24.992,84992
1094,842,32,13,1:24.961,84961
1094,842,33,13,1:25.061,85061
1094,842,34,12,1:24.938,84938
1094,842,35,12,1:24.934,84934
1094,842,36,12,1:24.857,84857
1094,842,37,12,1:24.935,84935
1094,842,38,12,1:25.872,85872
1094,842,39,12,1:25.351,85351
1094,842,40,14,1:28.285,88285
1094,842,41,16,1:49.022,109022
1094,842,42,16,1:22.277,82277
1094,842,43,16,1:22.568,82568
1094,842,44,16,1:22.562,82562
1094,842,45,16,1:22.846,82846
1094,842,46,15,1:22.674,82674
1094,842,47,15,1:23.124,83124
1094,842,48,15,1:22.950,82950
1094,842,49,15,1:22.975,82975
1094,842,50,14,1:24.872,84872
1094,842,51,14,1:24.135,84135
1094,842,52,14,1:23.623,83623
1094,842,53,13,1:24.904,84904
1094,842,54,13,1:23.076,83076
1094,842,55,13,1:22.875,82875
1094,842,56,13,1:22.910,82910
1094,842,57,13,1:22.842,82842
1094,842,58,13,1:23.061,83061
1094,842,59,13,1:23.264,83264
1094,842,60,13,1:23.177,83177
1094,842,61,13,1:23.479,83479
1094,842,62,13,1:23.519,83519
1094,842,63,13,1:23.298,83298
1094,842,64,12,1:39.969,99969
1094,842,65,12,1:24.154,84154
1094,842,66,12,1:23.094,83094
1094,842,67,12,1:23.503,83503
1094,842,68,11,1:23.487,83487
1094,842,69,11,1:23.450,83450
1094,842,70,11,1:23.851,83851
1094,854,1,17,1:35.788,95788
1094,854,2,17,1:26.402,86402
1094,854,3,17,1:26.319,86319
1094,854,4,17,1:25.828,85828
1094,854,5,17,1:25.562,85562
1094,854,6,17,1:25.155,85155
1094,854,7,17,1:25.689,85689
1094,854,8,17,1:26.104,86104
1094,854,9,18,1:26.649,86649
1094,854,10,18,1:25.821,85821
1094,854,11,18,1:25.833,85833
1094,854,12,18,1:25.683,85683
1094,854,13,18,1:25.669,85669
1094,854,14,18,1:25.674,85674
1094,854,15,18,1:25.284,85284
1094,854,16,18,1:25.801,85801
1094,854,17,18,1:26.108,86108
1094,854,18,17,1:25.548,85548
1094,854,19,17,1:25.809,85809
1094,854,20,17,1:25.773,85773
1094,854,21,17,1:26.450,86450
1094,854,22,17,1:25.947,85947
1094,854,23,17,1:26.017,86017
1094,854,24,18,1:28.911,88911
1094,854,25,19,1:44.201,104201
1094,854,26,19,1:23.897,83897
1094,854,27,19,1:23.938,83938
1094,854,28,19,1:23.782,83782
1094,854,29,19,1:23.917,83917
1094,854,30,19,1:23.641,83641
1094,854,31,19,1:23.967,83967
1094,854,32,19,1:26.121,86121
1094,854,33,19,1:24.609,84609
1094,854,34,19,1:24.424,84424
1094,854,35,19,1:27.676,87676
1094,854,36,19,1:23.668,83668
1094,854,37,19,1:24.283,84283
1094,854,38,19,1:26.623,86623
1094,854,39,18,1:24.424,84424
1094,854,40,18,1:24.161,84161
1094,854,41,17,1:24.527,84527
1094,854,42,17,1:24.346,84346
1094,854,43,17,1:24.165,84165
1094,854,44,17,1:23.695,83695
1094,854,45,17,1:24.014,84014
1094,854,46,17,1:24.282,84282
1094,854,47,17,1:24.254,84254
1094,854,48,17,1:24.095,84095
1094,854,49,17,1:24.308,84308
1094,854,50,17,1:24.470,84470
1094,854,51,17,1:25.943,85943
1094,854,52,17,1:25.923,85923
1094,854,53,17,1:24.362,84362
1094,854,54,17,1:26.282,86282
1094,854,55,17,1:24.129,84129
1094,854,56,17,1:23.945,83945
1094,854,57,17,1:24.106,84106
1094,854,58,17,1:24.114,84114
1094,854,59,17,1:24.261,84261
1094,854,60,17,1:24.292,84292
1094,854,61,17,1:24.406,84406
1094,854,62,17,1:24.102,84102
1094,854,63,17,1:24.212,84212
1094,854,64,16,1:40.864,100864
1094,854,65,16,1:23.717,83717
1094,854,66,16,1:24.005,84005
1094,854,67,16,1:24.157,84157
1094,854,68,16,1:24.168,84168
1094,854,69,16,1:24.558,84558
1094,854,70,16,1:24.755,84755
1094,825,1,18,1:36.469,96469
1094,825,2,18,1:26.763,86763
1094,825,3,18,1:26.414,86414
1094,825,4,18,1:25.794,85794
1094,825,5,19,1:27.429,87429
1094,825,6,19,1:25.904,85904
1094,825,7,20,1:27.503,87503
1094,825,8,20,1:26.109,86109
1094,825,9,20,1:26.207,86207
1094,825,10,20,1:25.689,85689
1094,825,11,20,1:25.874,85874
1094,825,12,20,1:25.630,85630
1094,825,13,20,1:25.357,85357
1094,825,14,20,1:25.438,85438
1094,825,15,20,1:25.305,85305
1094,825,16,20,1:25.147,85147
1094,825,17,20,1:25.403,85403
1094,825,18,19,1:25.744,85744
1094,825,19,19,1:25.579,85579
1094,825,20,19,1:25.447,85447
1094,825,21,19,1:25.880,85880
1094,825,22,19,1:26.266,86266
1094,825,23,18,1:26.512,86512
1094,825,24,17,1:25.092,85092
1094,825,25,17,1:25.169,85169
1094,825,26,17,1:25.166,85166
1094,825,27,17,1:25.017,85017
1094,825,28,17,1:24.991,84991
1094,825,29,17,1:24.958,84958
1094,825,30,17,1:25.105,85105
1094,825,31,17,1:24.862,84862
1094,825,32,17,1:25.048,85048
1094,825,33,18,1:26.579,86579
1094,825,34,18,1:25.390,85390
1094,825,35,18,1:24.924,84924
1094,825,36,18,1:25.933,85933
1094,825,37,18,1:25.584,85584
1094,825,38,18,1:28.642,88642
1094,825,39,19,1:45.105,105105
1094,825,40,19,1:25.009,85009
1094,825,41,19,1:25.221,85221
1094,825,42,19,1:24.638,84638
1094,825,43,19,1:23.817,83817
1094,825,44,19,1:24.919,84919
1094,825,45,19,1:23.683,83683
1094,825,46,19,1:25.445,85445
1094,825,47,19,1:23.793,83793
1094,825,48,19,1:23.611,83611
1094,825,49,19,1:23.300,83300
1094,825,50,19,1:23.658,83658
1094,825,51,18,1:23.672,83672
1094,825,52,18,1:23.736,83736
1094,825,53,18,1:23.728,83728
1094,825,54,18,1:23.721,83721
1094,825,55,18,1:23.828,83828
1094,825,56,18,1:23.598,83598
1094,825,57,18,1:23.623,83623
1094,825,58,18,1:23.920,83920
1094,825,59,18,1:23.960,83960
1094,825,60,18,1:23.845,83845
1094,825,61,18,1:23.888,83888
1094,825,62,18,1:23.902,83902
1094,825,63,18,1:24.169,84169
1094,825,64,17,1:41.125,101125
1094,825,65,17,1:23.387,83387
1094,825,66,17,1:24.066,84066
1094,825,67,17,1:24.001,84001
1094,825,68,17,1:23.823,83823
1094,825,69,17,1:24.307,84307
1094,825,70,17,1:24.324,84324
1094,848,1,19,1:36.903,96903
1094,848,2,19,1:26.789,86789
1094,848,3,19,1:26.695,86695
1094,848,4,19,1:25.629,85629
1094,848,5,18,1:25.875,85875
1094,848,6,18,1:25.108,85108
1094,848,7,18,1:25.050,85050
1094,848,8,18,1:25.265,85265
1094,848,9,17,1:24.996,84996
1094,848,10,17,1:24.960,84960
1094,848,11,17,1:25.159,85159
1094,848,12,17,1:25.312,85312
1094,848,13,17,1:26.206,86206
1094,848,14,17,1:25.301,85301
1094,848,15,17,1:25.141,85141
1094,848,16,17,1:25.269,85269
1094,848,17,16,1:25.978,85978
1094,848,18,16,1:24.550,84550
1094,848,19,16,1:24.920,84920
1094,848,20,16,1:24.983,84983
1094,848,21,16,1:25.024,85024
1094,848,22,16,1:24.896,84896
1094,848,23,16,1:24.857,84857
1094,848,24,16,1:24.898,84898
1094,848,25,16,1:25.111,85111
1094,848,26,16,1:24.804,84804
1094,848,27,16,1:24.654,84654
1094,848,28,16,1:25.128,85128
1094,848,29,16,1:24.824,84824
1094,848,30,15,1:24.760,84760
1094,848,31,15,1:24.979,84979
1094,848,32,14,1:24.629,84629
1094,848,33,14,1:24.815,84815
1094,848,34,14,1:25.114,85114
1094,848,35,14,1:24.790,84790
1094,848,36,14,1:24.678,84678
1094,848,37,14,1:24.765,84765
1094,848,38,16,1:29.558,89558
1094,848,39,17,1:42.895,102895
1094,848,40,17,1:23.297,83297
1094,848,41,15,1:22.995,82995
1094,848,42,15,1:23.361,83361
1094,848,43,15,1:23.134,83134
1094,848,44,15,1:23.119,83119
1094,848,45,15,1:25.318,85318
1094,848,46,14,1:22.987,82987
1094,848,47,14,1:23.046,83046
1094,848,48,14,1:22.914,82914
1094,848,49,14,1:23.071,83071
1094,848,50,13,1:24.411,84411
1094,848,51,12,1:23.726,83726
1094,848,52,12,1:23.141,83141
1094,848,53,12,1:23.254,83254
1094,848,54,12,1:23.040,83040
1094,848,55,12,1:23.186,83186
1094,848,56,12,1:23.450,83450
1094,848,57,12,1:23.345,83345
1094,848,58,12,1:23.557,83557
1094,848,59,12,1:23.519,83519
1094,848,60,12,1:23.400,83400
1094,848,61,12,1:23.697,83697
1094,848,62,12,1:23.631,83631
1094,848,63,12,1:23.344,83344
1094,848,64,11,1:39.438,99438
1094,848,65,11,1:24.868,84868
1094,848,66,11,1:23.205,83205
1094,848,67,11,1:23.891,83891
1094,848,68,12,1:25.115,85115
1094,848,69,12,1:23.907,83907
1094,848,70,12,1:23.997,83997
1094,849,1,20,1:37.282,97282
1094,849,2,20,1:27.027,87027
1094,849,3,20,1:26.576,86576
1094,849,4,20,1:25.930,85930
1094,849,5,20,1:26.477,86477
1094,849,6,20,1:26.053,86053
1094,849,7,19,1:25.484,85484
1094,849,8,19,1:25.642,85642
1094,849,9,19,1:26.479,86479
1094,849,10,19,1:25.331,85331
1094,849,11,19,1:25.413,85413
1094,849,12,19,1:25.380,85380
1094,849,13,19,1:25.389,85389
1094,849,14,19,1:25.408,85408
1094,849,15,19,1:25.223,85223
1094,849,16,19,1:25.750,85750
1094,849,17,19,1:25.483,85483
1094,849,18,18,1:25.501,85501
1094,849,19,18,1:25.667,85667
1094,849,20,18,1:25.661,85661
1094,849,21,18,1:27.125,87125
1094,849,22,18,1:26.424,86424
1094,849,23,19,1:29.760,89760
1094,849,24,20,1:46.197,106197
